PacketCounter_femur,SampleTimeFine_femur,Quat_W_femur,Quat_X_femur,Quat_Y_femur,Quat_Z_femur,FreeAcc_X_femur,FreeAcc_Y_femur,FreeAcc_Z_femur
823,299598211,0.95285326,-0.032332394,-0.1864219,0.23723377,-2.0468895,1.8846594,-0.3502655
824,299614878,0.95189613,-0.03246983,-0.1915365,0.23698257,-0.67268294,2.2852802,0.17630672
825,299631545,0.95081574,-0.03446534,-0.1981308,0.2356129,0.15851662,0.92946553,0.071707726
826,299648212,0.94957346,-0.03578539,-0.20443173,0.23504263,0.3137134,-0.12452061,0.343359
827,299664879,0.94831663,-0.036167055,-0.21050015,0.23470187,0.3347728,0.6887697,0.61496353
828,299681546,0.9471334,-0.037224066,-0.2172026,0.23320258,0.43187508,0.3706969,0.4504881
829,299698213,0.94576615,-0.03883932,-0.2246744,0.23140232,0.44331425,-0.7818525,0.24985886
830,299714880,0.94400394,-0.04013906,-0.23307025,0.23006785,0.36331293,-1.3081591,0.4444704
831,299731547,0.94203424,-0.0405137,-0.24156883,0.22930828,0.77142656,-0.4683404,0.5040436
832,299748214,0.9399435,-0.04076088,-0.2504621,0.22830065,1.1203263,0.16862321,0.54463387
833,299764881,0.9376776,-0.040856034,-0.25978124,0.22718394,1.0708399,-0.33513382,0.7633343
834,299781548,0.9352772,-0.040344805,-0.2688273,0.22664548,0.4527474,-0.45466983,0.38084412
835,299798215,0.9326338,-0.039381843,-0.27779278,0.22689629,0.1031519,-0.5221492,0.0942049
836,299814882,0.92975825,-0.03796929,-0.2870839,0.22737251,0.29041752,0.35362303,0.30580807
837,299831549,0.9268461,-0.036616642,-0.29659826,0.22727199,0.644547,1.6620023,0.2955742
838,299848216,0.92385155,-0.035368767,-0.30658752,0.22640477,0.7823148,0.92878586,0.6208868
839,299864883,0.92061824,-0.03387753,-0.31702876,0.22542195,0.49638203,0.16182388,0.48115444
840,299881550,0.91722137,-0.031840615,-0.3273632,0.22479327,0.28383285,-0.35789433,0.2778864
841,299898217,0.91384774,-0.029384691,-0.33716443,0.22438048,0.1529099,-0.42134807,-0.105731964
842,299914884,0.9104562,-0.027595192,-0.34682506,0.2236697,-0.07367792,0.008868072,-0.30702686
843,299931551,0.90688026,-0.026722204,-0.35682228,0.22257462,0.0415486,-0.08230286,-0.2782526
844,299948218,0.9031203,-0.026197625,-0.3669455,0.22146358,0.0845259,-0.22190669,-0.124970436
845,299964885,0.8992375,-0.025283717,-0.37703907,0.22041258,-0.002121138,-0.23789166,-0.048282623
846,299981552,0.8953333,-0.02374379,-0.38681322,0.21953979,-0.1107719,0.021283938,-0.1173563
847,299998219,0.89137805,-0.022065278,-0.39651775,0.21849406,0.115356825,0.37655193,-0.03268242
848,300014886,0.8873762,-0.0206528,-0.40631312,0.21691997,0.26042053,0.31236577,0.018273354
849,300031553,0.8832531,-0.020062132,-0.41637892,0.21470399,0.1461312,0.2657907,0.061203957
850,300048220,0.8790958,-0.019604834,-0.4263211,0.21228279,0.22248949,0.49502522,0.046006203
851,300064887,0.8748986,-0.019351076,-0.43619657,0.20956683,0.03296503,0.4521646,0.107806206
852,300081554,0.8705305,-0.019565586,-0.44613144,0.20680478,-0.034772582,0.4854399,-0.04389286
853,300098221,0.8660282,-0.020370582,-0.45619583,0.2036497,0.21072824,0.7862414,-0.20346642
854,300114888,0.8614333,-0.021915179,-0.46636128,0.19991787,0.5454456,0.73778605,-0.24349499
855,300131555,0.85678816,-0.023755137,-0.47639665,0.19596884,0.76839465,0.3134038,0.12982273
856,300148222,0.8519849,-0.025496792,-0.48642126,0.19202587,0.84916776,0.061546303,0.41068554
857,300164889,0.84707963,-0.026491845,-0.49618277,0.1885853,0.8006587,0.06494894,0.45285988
858,300181556,0.8421566,-0.026870718,-0.50564367,0.18542466,0.8022457,0.44605893,0.34446812
859,300198223,0.8373659,-0.02648144,-0.51459044,0.18254144,0.9099972,1.0564233,0.21528625
860,300214890,0.8328379,-0.026039679,-0.523065,0.1792032,1.1078249,1.0183394,0.1653471
861,300231557,0.82824916,-0.026551913,-0.53166705,0.17503133,0.7657317,0.3551793,0.033280373
862,300248224,0.8236386,-0.02754391,-0.5401237,0.17068923,0.33226183,0.07482757,0.18401718
863,300264891,0.81894803,-0.028124185,-0.5483462,0.1669054,0.45962936,0.097895116,0.048491478
864,300281558,0.8143377,-0.027066633,-0.55613035,0.16385427,0.7774335,-0.04570048,0.048238754
865,300298225,0.8095392,-0.025146833,-0.56388664,0.16141121,0.51493406,-0.26838878,-0.039150238
866,300314892,0.80461496,-0.022427365,-0.5713548,0.16016504,0.81779146,-0.10164746,0.16032505
867,300331559,0.7996502,-0.01911058,-0.5786169,0.15938722,1.0698036,-0.6351075,0.09144974
868,300348226,0.7948328,-0.015052102,-0.58541685,0.15908813,0.5477641,-1.0441469,0.1696167
869,300364893,0.7899606,-0.010404773,-0.59190667,0.15971316,0.43331742,-1.1563798,0.03240776
870,300381560,0.7849456,-0.005622192,-0.5983343,0.16072442,-0.10287005,-1.2042334,-0.093951225
871,300398227,0.7798336,-1.66E-04,-0.6045287,0.16251794,0.28383195,-0.54549885,-0.35111904
872,300414894,0.7748586,0.005562555,-0.6102324,0.16488585,0.095125325,-0.5134781,-0.12041187
873,300431561,0.76989996,0.010871643,-0.6157773,0.16721845,-0.5546729,-0.45019087,0.24143696
874,300448228,0.76465833,0.016561484,-0.621539,0.16947097,-0.34423274,-0.03775186,-0.3157444
875,300464895,0.75970703,0.022033047,-0.6268542,0.17152591,-0.59904915,-0.06475331,-0.054851532
876,300481562,0.75537515,0.02538697,-0.63174695,0.1722417,-0.2671561,-0.41087008,0.22151947
877,300498229,0.7511699,0.027270464,-0.6366558,0.17227088,-0.525251,-0.8740515,0.2677498
878,300514896,0.74671197,0.029216208,-0.64169544,0.17263286,-0.16394138,-0.93305755,0.21112919
879,300531563,0.74224794,0.03216143,-0.64634997,0.17399126,0.20446652,-0.3746847,0.2689228
880,300548230,0.7381538,0.034843024,-0.6505466,0.17524776,-0.17160878,0.17987783,0.28566074
881,300564897,0.7340684,0.03638964,-0.6550596,0.17528272,0.14045778,0.18061803,0.22596455
882,300581564,0.7302984,0.037826616,-0.65928656,0.1748784,0.59800935,0.03464532,0.21314716
883,300598231,0.72702616,0.039543327,-0.6628441,0.17468427,0.28968173,-0.28633827,0.21605873
884,300614898,0.72401655,0.04098306,-0.6660793,0.1745464,0.23841412,-0.102029026,0.23577213
885,300631565,0.72106194,0.042164836,-0.6692143,0.17450361,-0.085101664,-0.30211556,0.21968651
886,300648232,0.7182289,0.042690173,-0.67233366,0.17406902,-0.24068904,-0.19004661,0.4443102
887,300664899,0.715782,0.0425821,-0.67524296,0.17290916,-0.41259956,-0.212441,0.4314766
888,300681566,0.7137864,0.042584118,-0.6776932,0.17156675,-0.13627495,-0.09318761,0.20353794
889,300698233,0.71225005,0.043035246,-0.6794877,0.17073856,-0.49197078,-0.36397672,0.15098286
890,300714900,0.71088886,0.043187436,-0.6810417,0.17018124,-0.59046984,-0.50489694,0.5619354
891,300731567,0.7089762,0.04323116,-0.6832824,0.16916451,-0.12043414,0.08856779,0.39097118
892,300748234,0.70720875,0.043774776,-0.6853163,0.16819227,0.55810785,0.5352009,-0.04087925
893,300764901,0.70622236,0.04380911,-0.68657696,0.16718325,0.6967087,0.29972094,0.02100563
894,300781568,0.7060232,0.043116376,-0.68720496,0.16561773,0.2350413,0.057522904,0.37610435
895,300798235,0.7060482,0.041828506,-0.68777514,0.16346079,-0.2142175,-0.19542532,0.6115322
896,300814902,0.7055568,0.040851414,-0.68885094,0.16128407,-0.06341554,0.15161069,0.25670528
897,300831569,0.70485735,0.04057833,-0.68997055,0.15961732,0.15601875,0.10483168,0.068424225
898,300848236,0.7043771,0.0407082,-0.6907275,0.15842655,-0.13908273,-0.19302553,0.14851284
899,300864903,0.70391,0.040669516,-0.6914773,0.15723655,-0.34151974,-0.27161297,0.2708416
900,300881570,0.70343554,0.040239125,-0.6923194,0.15575887,-0.19364671,-0.09905806,0.2862091
901,300898237,0.70298,0.039921086,-0.6930591,0.15460256,0.22817364,0.34753764,0.008692741
902,300914904,0.7029115,0.03952908,-0.6933479,0.15371819,0.370479,-0.11658321,0.09146595
903,300931571,0.7031734,0.039372202,-0.6932483,0.15300785,-0.006592738,-0.2559976,0.19203568
904,300948238,0.703525,0.03918924,-0.6931079,0.15207185,-0.3990824,-0.16526243,0.41020393
905,300964905,0.70381707,0.03872747,-0.6931488,0.15064609,-0.44899282,0.16636701,0.35717583
906,300981572,0.7040298,0.038151953,-0.6932381,0.14938286,0.11293618,0.36293858,0.20493412
907,300998239,0.7045243,0.03777169,-0.6929571,0.14844811,0.4383469,0.3454133,0.12102795
908,301014906,0.70520383,0.037024617,-0.69254017,0.14735086,0.4680929,-0.083176464,0.31728458
909,301031573,0.7055386,0.03656862,-0.6924248,0.14640202,0.446447,0.105506636,0.26082325
910,301048240,0.7054849,0.03628923,-0.69263864,0.14571783,0.8763608,0.37497264,0.12629318
911,301064907,0.70531684,0.036259227,-0.69286203,0.14547499,1.0092987,0.45476052,0.019350052
912,301081574,0.7052947,0.036034346,-0.6930237,0.14486852,0.8883817,0.42129943,0.11238098
913,301098241,0.7053682,0.035544947,-0.6932097,0.14373615,0.5033574,0.10744346,0.19835949
914,301114908,0.7054648,0.034765452,-0.69342726,0.14239825,0.06317549,-0.15113994,0.22759151
915,301131575,0.7053468,0.034112662,-0.69382167,0.1412134,-0.15752523,-0.11809969,0.10330105
916,301148242,0.70509785,0.033980645,-0.6942291,0.14048444,-0.27089235,-0.24408135,0.111917496
917,301164909,0.70489234,0.033991806,-0.69456184,0.13986705,-0.3278944,-0.055922188,0.12867832
918,301181576,0.70491683,0.03423541,-0.6946304,0.13934293,-0.6301478,-0.08513963,0.18300152
919,301198243,0.70505685,0.033919435,-0.6946307,0.13870843,-0.87832814,-0.4125421,0.40873623
920,301214910,0.7045846,0.033743106,-0.69520676,0.13826519,-0.6656489,-0.2425966,0.059138298
921,301231577,0.70404196,0.034651667,-0.695571,0.1389713,-0.25071716,-0.092189886,-0.025643349
922,301248244,0.7040989,0.035392053,-0.6953274,0.1397128,-0.36942267,0.14274289,0.26066875
923,301264911,0.7043807,0.035584968,-0.69506204,0.1395646,-0.84234345,0.06384078,0.38902855
924,301281578,0.70478266,0.035054784,-0.69487077,0.13861777,-0.759936,-0.2468538,0.27734947
925,301298245,0.7050648,0.03428592,-0.694812,0.13766697,-0.5585137,-0.53503346,0.15621185
926,301314912,0.7050654,0.034023467,-0.69484913,0.13754031,-0.24275966,-0.19705161,0.18916702
927,301331579,0.70507586,0.03419226,-0.6947707,0.13784117,0.048684698,0.091351725,0.17864037
928,301348246,0.7051499,0.034334823,-0.6946422,0.13807513,0.2195988,0.3050524,0.23143864
929,301364913,0.70501703,0.03424646,-0.69479257,0.13801876,0.35841644,0.39936626,0.15571594
930,301381580,0.7046946,0.03439817,-0.69509625,0.13809916,0.80589205,0.3547411,0.032606125
931,301398247,0.7045179,0.03472095,-0.69519097,0.13844204,0.64378613,0.29746506,0.049386024
932,301414914,0.7044015,0.03484022,-0.69526714,0.13862225,0.37978473,0.19008209,0.2279911
933,301431581,0.70425236,0.03474646,-0.6954346,0.13856347,0.009055851,-0.06285314,0.2217989
934,301448248,0.70389515,0.034661572,-0.6958251,0.13843916,-0.13408452,-0.12090489,0.14118767
935,301464915,0.7036436,0.034671254,-0.6960715,0.1384758,-0.12526068,-0.13211103,0.1791563
936,301481582,0.70351905,0.034886338,-0.6961408,0.1387059,-0.3081542,-0.06575008,0.19264889
937,301498249,0.70349705,0.03491404,-0.6961347,0.1388416,-0.38891387,0.00389069,0.2451334
938,301514916,0.7036156,0.034839068,-0.6959882,0.13899393,-0.40690398,0.01932616,0.27839756
939,301531583,0.7037982,0.034625076,-0.6958103,0.13901368,-0.36106953,0.035107765,0.26203823
940,301548250,0.7038754,0.034477748,-0.6957168,0.13912752,-0.11432241,0.28200978,0.18742561
941,301564917,0.70411265,0.034216747,-0.6954824,0.13916335,0.13146451,0.1968119,0.1174078
942,301581584,0.7047218,0.033717807,-0.6949106,0.13905938,0.10444358,-0.097689606,0.2095747
943,301598251,0.705604,0.03298583,-0.69408286,0.13889378,-0.34634987,-0.3050594,0.49382496
944,301614918,0.7063637,0.032336913,-0.6934111,0.13854109,-0.25986198,-0.032403372,0.28789616
945,301631585,0.7071804,0.032128632,-0.6925595,0.13868234,0.11561833,0.15656804,0.11397362
946,301648252,0.70836586,0.03217647,-0.6912172,0.13931654,0.3153084,0.15895946,0.12436867
947,301664919,0.7099223,0.032167364,-0.68949395,0.13993393,0.19516034,0.047288693,0.29108334
948,301681586,0.7116258,0.03205943,-0.687626,0.1404962,0.12548777,-0.010991305,0.36701298
949,301698253,0.71323705,0.031924453,-0.68581843,0.14118999,0.40121558,0.087433755,0.28122997
950,301714920,0.7148696,0.03212434,-0.6838674,0.14234595,0.5345567,0.1720603,0.1882534
951,301731587,0.71662915,0.0322879,-0.6817339,0.14368941,0.7278914,-0.018760629,0.29689503
952,301748254,0.7184058,0.032581083,-0.6795249,0.14520802,0.83142036,0.044431496,0.3738289
953,301764921,0.7202936,0.03329538,-0.6771559,0.14675237,1.051488,0.125714,0.24578953
954,301781588,0.7225626,0.034141596,-0.67433596,0.14837901,1.0520952,0.19482906,0.36745358
955,301798255,0.72550344,0.03482212,-0.670854,0.14964853,0.8395424,0.21222946,0.4398756
956,301814922,0.7292599,0.035501108,-0.66653734,0.15051715,0.14577962,0.059433464,0.48171043
957,301831589,0.7335677,0.035397448,-0.6617641,0.1506699,-0.12196834,-0.030026702,0.56533146
958,301848256,0.7382281,0.034670874,-0.65671074,0.15018609,0.036558673,0.14687006,0.43262005
959,301864923,0.74353445,0.03313574,-0.6510985,0.14878598,0.30974293,-0.067433804,0.4660473
960,301881590,0.74949026,0.031129273,-0.6447865,0.14681101,0.74212825,-0.119544424,0.580143
961,301898257,0.7558383,0.028692394,-0.6380057,0.14436726,0.87911135,-0.5792905,0.52032375
962,301914924,0.7617479,0.025223587,-0.631712,0.14160341,0.75770444,-0.8783957,-0.09427929
963,301931591,0.7675862,0.020633921,-0.62550455,0.13833782,0.04097171,-1.2203066,-0.30424976
964,301948258,0.77355486,0.015717905,-0.6188434,0.13567016,-0.36165202,-1.1378691,0.20575714
965,301964925,0.7789847,0.011525379,-0.6123043,0.1346894,0.348821,-1.3021445,0.44430542
966,301981592,0.7843004,0.008541963,-0.60547054,0.13495627,-0.052576505,-1.7325263,0.4102707
967,301998259,0.7888044,0.007336421,-0.5992346,0.13659963,0.16473083,-0.7274301,-0.11693478
968,302014926,0.79316145,0.007271728,-0.5929465,0.13879558,-0.34937668,0.021408323,-0.24325371
969,302031593,0.79761606,0.006787194,-0.58649695,0.14068398,-0.7577067,0.075575754,-0.005084992
970,302048260,0.8019591,0.004445674,-0.5802566,0.14195725,-0.6445251,-1.3657978,0.28079987
971,302064927,0.8066506,0.001566315,-0.57330626,0.14366646,-0.439228,-2.3767266,0.46733475
972,302081594,0.8124211,7.64E-04,-0.5642407,0.14700979,-1.2080679,-2.1569617,0.63130474
973,302098261,0.8180902,0.001718673,-0.55476,0.15157335,-2.2852895,-0.41080078,0.13042259
974,302114928,0.82234454,0.00241114,-0.5472074,0.15593421,-2.7903636,0.5995127,-0.5790949
975,302131595,0.8254998,0.001829779,-0.54179204,0.1581653,-3.214305,0.7930393,-1.108038
976,302148262,0.8288952,-9.17E-04,-0.53641903,0.15872823,-1.2398102,0.056131147,-1.2992878
977,302164929,0.83263147,-0.00423746,-0.5301951,0.16002405,-0.9507262,-1.0558467,-0.13159275
978,302181596,0.8362602,-0.005985031,-0.523407,0.16335912,-1.5891371,-1.0740641,0.22108078
979,302198263,0.8405238,-0.004765666,-0.5148716,0.168559,-0.8458754,0.015030247,-0.002738953
980,302214930,0.8455871,-0.002533059,-0.50493056,0.17328912,-0.7407577,-0.32747865,-0.23769188
981,302231597,0.8505724,4.49E-04,-0.4946241,0.17855372,-0.2254459,-0.4387124,-0.940156
982,302248264,0.8556646,0.004487006,-0.48350042,0.18453464,0.76565033,0.6451987,-1.3716326
983,302264931,0.8607819,0.008899734,-0.4720802,0.19006217,0.7415357,3.3617587,-0.32151127
984,302281598,0.86575043,0.010946329,-0.46155277,0.1932187,1.9643923,4.7649517,0.68330956
985,302298265,0.87044996,0.008664032,-0.45255107,0.19351308,2.0022957,1.7265816,0.93697166
986,302314932,0.87459373,0.005151582,-0.44421622,0.19426568,2.5697744,-0.79324514,-0.004217148
987,302331599,0.8785445,0.003894646,-0.43528306,0.19667494,2.374205,-1.2619874,0.5063486
988,302348266,0.882313,0.003726776,-0.42613828,0.19981076,2.4401932,0.9885333,0.87734604
989,302364933,0.8859192,0.003135372,-0.41753468,0.20201546,2.7112746,2.4809895,1.0064459
990,302381600,0.88923955,0.001050201,-0.40999946,0.20287976,1.9331537,1.8038235,0.841691
991,302398267,0.89215666,-0.002116643,-0.40289867,0.20428549,0.9341121,0.29342875,0.19290161
992,302414934,0.8947963,-0.005386977,-0.39598113,0.20619774,0.43666965,-0.1298261,-0.30162334
993,302431601,0.89731574,-0.006778702,-0.38861045,0.20920871,1.2927645,1.2419548,0.33707523
994,302448268,0.8999655,-0.007049245,-0.3810692,0.21167608,1.8399372,3.2427425,1.4293251
995,302464935,0.90303797,-0.008423474,-0.37349758,0.21203542,2.0161736,1.2007661,1.3115873
996,302481602,0.9059714,-0.010415874,-0.366253,0.21207051,0.19122405,-1.4169532,0.8640604
997,302498269,0.9085582,-0.012499176,-0.35919803,0.21295618,-0.4764572,-2.1199758,-0.6404209
998,302514936,0.91115713,-0.012887025,-0.35090363,0.2156409,-1.5391558,-1.2217525,-1.6383591
999,302531603,0.91383356,-0.012587614,-0.34251475,0.21781072,-1.6775993,1.6935799,-0.6620846
1000,302548270,0.91665554,-0.015127326,-0.3350161,0.2174536,-0.24934122,2.0307376,-0.14997292
1001,302564937,0.91981053,-0.01993144,-0.3265252,0.21665768,0.22162539,-1.0867245,0.24304771
1002,302581604,0.9229912,-0.023720749,-0.3167213,0.21730207,-0.24736045,-3.52017,-0.04185009
1003,302598271,0.9255294,-0.023778873,-0.3069069,0.22055848,-1.7022644,-2.222134,-1.0240202
1004,302614938,0.927812,-0.022464026,-0.29737413,0.22413607,-1.3488172,0.5870827,-0.6799965
1005,302631605,0.9304618,-0.023082057,-0.28806153,0.22524717,0.81784886,1.0100012,-0.01696682
1006,302648272,0.93354106,-0.024817608,-0.27725053,0.22588728,0.94249916,-0.73510337,0.33828163
1007,302664939,0.93642974,-0.027021369,-0.26566076,0.22759962,0.11921466,-0.7625816,-0.10465336
1008,302681606,0.93885,-0.028479934,-0.2540701,0.23066431,-0.54505646,0.47578263,-0.18820286
1009,302698273,0.9410168,-0.029539905,-0.24308716,0.23351969,-0.10265995,-0.06166686,0.10399723
1010,302714940,0.9434904,-0.02988855,-0.23188166,0.23488584,-0.40944466,0.09970525,0.049826622
1011,302731607,0.9458881,-0.030706882,-0.22057079,0.23602778,-0.6075816,1.0808645,-0.06474686
1012,302748274,0.9481074,-0.032980014,-0.2094831,0.23691647,0.10363379,0.53153217,0.16002369
1013,302764941,0.95008916,-0.03640465,-0.19925505,0.23729849,0.06751589,0.42726627,0.534132
1014,302781608,0.9516335,-0.041472774,-0.19073717,0.23727807,-0.43198147,0.07735037,0.50656605
1015,302798275,0.95277673,-0.04556461,-0.18364964,0.23753089,0.031398207,-0.9159116,0.89535046
1016,302814942,0.9536141,-0.048090745,-0.17816687,0.23784792,0.71244687,-0.664555,1.1695061
1017,302831609,0.9542447,-0.0494457,-0.1747471,0.23757865,0.4270825,-0.02428228,1.3226109
1018,302848276,0.95486283,-0.04949513,-0.17259152,0.23665899,0.029678833,0.7024959,0.83017254
1019,302864943,0.95536923,-0.04966595,-0.17125121,0.23555,-0.32750213,1.4380549,0.09174061
1020,302881610,0.95569295,-0.051115848,-0.17076707,0.2342752,-0.5846414,0.60491884,-0.1347723
1021,302898277,0.95593387,-0.05284688,-0.17046675,0.23312372,-0.87309706,-0.55763507,-0.18928719
1022,302914944,0.9560974,-0.053818494,-0.16976792,0.23274077,-0.9243539,-0.82779574,-0.20818996
1023,302931611,0.9562699,-0.053800944,-0.16854386,0.23292565,-0.7934816,-0.76351833,-0.16552544
1024,302948278,0.9564654,-0.05334709,-0.16707924,0.23328204,-0.9494236,-0.63956296,0.09101391
1025,302964945,0.9566206,-0.05291,-0.16586477,0.23361203,-0.9084262,-0.47509697,-0.053653717
1026,302981612,0.95676845,-0.052536123,-0.16472103,0.23389956,-0.70527446,-0.003505745,-0.112942696
1027,302998279,0.95690525,-0.05253732,-0.16346434,0.2342215,-0.3196708,0.50480616,-0.1406784
1028,303014946,0.95699584,-0.053038538,-0.16206697,0.23470941,0.1116787,0.43612248,-0.13955021
1029,303031613,0.95707524,-0.05370243,-0.1603972,0.23538059,0.2985372,0.11040238,0.033823967
1030,303048280,0.957178,-0.054185886,-0.15854962,0.2361022,0.4112482,0.07151596,0.42737865
1031,303064947,0.9572995,-0.054277442,-0.15695652,0.23665205,0.337082,0.15893188,0.42274952
1032,303081614,0.9574208,-0.054182876,-0.15594654,0.23685092,0.15337962,0.22457004,0.14299774
1033,303098281,0.9575449,-0.05438367,-0.15535189,0.23669359,0.12839814,0.21474303,0.04916191
1034,303114948,0.957705,-0.054901835,-0.15490268,0.23622033,0.32457098,-0.023251886,0.23207092
1035,303131615,0.95780325,-0.055128742,-0.1546509,0.23593354,0.4314295,-0.35888508,0.19470024
1036,303148282,0.95785606,-0.055074822,-0.15434718,0.23593062,0.41397393,-0.6486078,0.102581024
1037,303164949,0.95790833,-0.05486799,-0.15393,0.23603913,0.16068347,-0.69399214,0.13279533
1038,303181616,0.9579467,-0.054486405,-0.15349309,0.23625602,-0.05627218,-0.68362755,0.20315742
1039,303198283,0.9579695,-0.053878333,-0.15313333,0.23653622,-0.19800365,-0.5769867,0.10549259
1040,303214950,0.95797306,-0.053114526,-0.15274635,0.23694503,-0.29131895,-0.47356617,-0.09975338
1041,303231617,0.95796496,-0.052112088,-0.1522144,0.2375427,-0.27230126,-0.4825581,-0.17055607
1042,303248284,0.9579642,-0.05086522,-0.15145922,0.2382973,-0.52202535,-0.29451576,-0.09333801
1043,303264951,0.9579281,-0.04974622,-0.15067875,0.23917112,-0.7033929,-0.018004918,0.021471024
1044,303281618,0.9579091,-0.04903033,-0.14993492,0.23986128,-0.54461426,0.39021257,0.24100494
1045,303298285,0.9579224,-0.04874139,-0.14941631,0.24019171,-0.3135669,0.55747086,0.20934105
1046,303314952,0.95793813,-0.048770647,-0.14914192,0.24029274,-0.23500666,0.403222,0.011108398
1047,303331619,0.95800126,-0.048772357,-0.14877602,0.24026705,-0.24669069,0.34219584,-0.06485748
1048,303348286,0.9580736,-0.04854773,-0.14848942,0.24020182,-0.21131171,0.23480299,-0.07669258
1049,303364953,0.958148,-0.048316244,-0.14832851,0.24005117,-0.13174814,0.21261992,-0.003394127
1050,303381620,0.95823807,-0.048290797,-0.14814511,0.23980986,-0.015972571,0.41880962,0.14923573
1051,303398287,0.9583436,-0.048565377,-0.14805269,0.23938942,0.07132656,0.5138209,0.19833183
1052,303414954,0.95844144,-0.049332254,-0.14812455,0.23879577,0.09735956,0.2763541,0.061782837
1053,303431621,0.95852923,-0.05022127,-0.14820738,0.23820606,0.030990183,0.015140544,0.07866573
1054,303448288,0.9586008,-0.050850067,-0.14836827,0.23768327,0.13363415,-0.23918954,0.07239914
1055,303464955,0.9586745,-0.051155362,-0.14854375,0.2372105,0.2719007,-0.37320042,-0.004835129
1056,303481622,0.9587752,-0.051378354,-0.1484834,0.2367927,0.28018412,-0.29283428,0.075798035
1057,303498289,0.95887345,-0.051568266,-0.14826989,0.23648736,0.2477754,-0.2715692,0.20253372
1058,303514956,0.95893896,-0.05172834,-0.14811346,0.2362848,0.27877653,-0.42889348,0.09201527
1059,303531623,0.9589545,-0.05179855,-0.14805113,0.23624526,0.207148,-0.553034,-0.027497292
1060,303548290,0.9589449,-0.05156828,-0.14789838,0.23643033,0.22095373,-0.48261386,0.05792141
1061,303564957,0.9589237,-0.051124167,-0.14773971,0.23671216,0.23624347,-0.30691352,0.124176025
1062,303581624,0.95890903,-0.05072476,-0.14749841,0.2370079,0.2501965,-0.113502726,0.18069267
1063,303598291,0.9588856,-0.050377835,-0.14729865,0.23730065,0.31474155,-0.042173654,0.15161228
1064,303614958,0.9588443,-0.050019164,-0.14717922,0.23761739,0.19533055,-0.15802522,0.04318428
1065,303631625,0.9587915,-0.04956352,-0.14705627,0.23800169,0.029748904,-0.06814547,0.06274605
1066,303648292,0.9587307,-0.04913735,-0.14679791,0.2384938,-0.10745888,0.18368755,0.1833849
1067,303664959,0.95867133,-0.048699226,-0.14646535,0.23902602,-0.004009375,0.44884434,0.15587711
1068,303681626,0.9586194,-0.048331507,-0.14589436,0.2396576,0.2733561,0.30061382,-0.060014725
1069,303698293,0.95856196,-0.04769147,-0.14531533,0.24036603,0.12149013,-0.1031726,-0.29020882
1070,303714960,0.95845014,-0.046982147,-0.1453884,0.2409073,-0.45785683,-0.2000304,-0.08950615
1071,303731627,0.958295,-0.04629242,-0.14584668,0.24138078,-0.3631702,0.022794718,0.110515594
1072,303748294,0.9581732,-0.04582475,-0.14639352,0.24162179,-0.23324974,0.18725765,0.39243412
1073,303764961,0.9581018,-0.045757517,-0.14709146,0.24149418,-0.37437806,0.4268431,0.31111908
1074,303781628,0.9580646,-0.045724567,-0.1478907,0.24115904,-0.2926627,0.19977486,-0.003325462
1075,303798295,0.9579753,-0.045367442,-0.14886963,0.24097867,-0.5412233,-0.02324004,0.3541336
1076,303814962,0.9577743,-0.044488754,-0.15033434,0.24103239,-0.69557804,-0.72926253,-0.18969631
1077,303831629,0.95750266,-0.043845847,-0.15183587,0.2412883,-1.2157958,-0.6683422,-0.31651688
1078,303848296,0.9571783,-0.04381615,-0.15342352,0.24157675,-1.1619613,0.28236035,-0.14245415
1079,303864963,0.9567727,-0.043537036,-0.15551619,0.24189508,-0.8450886,0.24965246,0.4450159
1080,303881630,0.95616525,-0.042466674,-0.15925883,0.24205264,-1.2712677,-0.63390154,0.33222294
1081,303898297,0.95542336,-0.04170786,-0.16395743,0.24197713,-2.3491457,-1.0216234,0.123550415
1082,303914964,0.95444274,-0.041622188,-0.16991943,0.24174714,-2.8069801,-0.63364,-0.25976562
1083,303931631,0.9534357,-0.03978794,-0.17499733,0.24240667,-1.565733,0.4519885,0.011278153
1084,303948298,0.95258003,-0.038645588,-0.18111308,0.24146175,-0.21274868,1.9735554,0.06959629
1085,303964965,0.9520171,-0.038714997,-0.18764248,0.23866855,0.8656142,0.12159127,0.587965
1086,303981632,0.95137125,-0.03788821,-0.19345096,0.23673189,-0.4626755,-1.3153496,0.45488262
1087,303998299,0.95019263,-0.03756859,-0.20054922,0.23560703,-1.26698,-1.2722158,0.3662796
1088,304014966,0.94879067,-0.038532805,-0.20903578,0.23371662,-0.74025893,-0.46748704,-0.03159237
1089,304031633,0.94727147,-0.03971694,-0.21805443,0.23142919,0.7139547,-0.33297372,0.13758278
1090,304048300,0.9455741,-0.040395584,-0.22736716,0.2292817,1.096557,-1.2506617,0.67761517
1091,304064967,0.94359016,-0.040198945,-0.23697096,0.22775954,0.822158,-0.46871358,0.66921806
1092,304081634,0.9413417,-0.0398106,-0.24682225,0.2266665,0.36506057,0.020862475,0.56357
1093,304098301,0.9391098,-0.039471723,-0.25643125,0.22531211,-0.5674722,0.11270454,-0.1157856
1094,304114968,0.93683875,-0.038914144,-0.26650003,0.22316968,-0.022330957,0.6756329,-0.17461014
