sep=,
DeviceTag:,tibiaLeft,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.6.0,,,,,,,,,,,,,,,,,
AppVersion:,2020.4,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Quaternion),,,,,,,,,,,,,,,,,
StartTime:,2021-03-19 14:41:38.363 +0800,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2021,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
51, 402950278, 0.5916914, -0.32675126, -0.7013645, -0.22632888, -0.0016262803, -0.034694575, -0.010212898
52, 402966945, 0.5918603, -0.32660463, -0.70133245, -0.22619887, 0.010417045, -0.039624937, 0.008449554
53, 402983612, 0.59202045, -0.3264009, -0.70133555, -0.2260641, 0.041927453, 0.01797994, 9.4127655E-4
54, 403000279, 0.59216154, -0.3262688, -0.7013158, -0.22594628, 0.05516568, 0.091440044, 0.008825302
55, 403016946, 0.5922741, -0.3262583, -0.70124066, -0.22589928, 0.12243906, 0.09872645, -0.082816124
56, 403033613, 0.59232783, -0.32637897, -0.7011293, -0.22592993, 0.05057696, 0.04908892, -0.056386948
57, 403050280, 0.5924494, -0.3263322, -0.7010747, -0.22584754, -0.010800146, -0.055025537, 0.024118423
58, 403066947, 0.5926719, -0.3260105, -0.7011317, -0.22555135, 0.033738833, -0.07526139, 9.784698E-4
59, 403083614, 0.5929563, -0.32565373, -0.70116186, -0.22522567, 0.1966087, -0.004271668, 0.06451225
60, 403100281, 0.5931575, -0.3254766, -0.70112544, -0.22506522, 0.15893604, 0.02405357, 0.007680893
61, 403116948, 0.5933335, -0.32538328, -0.70104444, -0.22498862, 0.07732833, 0.021458473, -0.056105614
62, 403133615, 0.5935089, -0.32529792, -0.7009655, -0.22489545, -0.011123793, 0.03995283, -0.05374527
