sep=,
DeviceTag:,tibiaLeft,,,,,,,,,,,,,,,,,
FirmwareVersion:,1.6.0,,,,,,,,,,,,,,,,,
AppVersion:,1.1,,,,,,,,,,,,,,,,,
SyncStatus:,Synced,,,,,,,,,,,,,,,,,
OutputRate:,60Hz,,,,,,,,,,,,,,,,,
FilterProfile:,General,,,,,,,,,,,,,,,,,
Measurement Mode:,Sensor fusion Mode - Complete (Euler),,,,,,,,,,,,,,,,,
StartTime:,2021-03-17 16:46:03.544 +0800,,,,,,,,,,,,,,,,,
© Xsens Technologies B. V. 2005-2021,,,,,,,,,,,,,,,,,,,

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z
1886, 223377468, -166.27169799804688, -73.10612487792969, 31.830177307128906, 0.9572253, -0.4714486, 0.0645504
1887, 223394135, -166.75994873046875, -73.01676177978516, 32.25624465942383, 1.1962808, 0.107528284, -0.06423855
1888, 223410802, -167.3378143310547, -72.87657928466797, 32.6890983581543, 0.97491264, 0.842268, -0.19384098
1889, 223427469, -167.79078674316406, -72.7626724243164, 33.036991119384766, 0.17490084, 0.06522253, -0.44697762
1890, 223444136, -168.12918090820312, -72.71985626220703, 33.346435546875, -0.8618134, -0.8011234, -0.20642757
1891, 223460803, -168.42198181152344, -72.73966217041016, 33.68560791015625, -0.8422787, -1.1200569, -0.08504772
1892, 223477470, -168.59754943847656, -72.80274963378906, 33.98183822631836, -0.27716282, -1.266672, 0.7508259
1893, 223494137, -168.80642700195312, -72.88226318359375, 34.27012252807617, 0.124139205, -0.9332181, 1.036952
1894, 223510804, -169.10922241210938, -72.9400634765625, 34.550655364990234, -0.13052614, -0.14606717, 0.531724
1895, 223527471, -169.31600952148438, -73.0146255493164, 34.75349044799805, -0.20190188, 0.12728325, -0.024411201
1896, 223544138, -169.33242797851562, -73.19445037841797, 34.876495361328125, -0.48892677, -0.37075928, -0.4472475
1897, 223560805, -169.295654296875, -73.45418548583984, 34.96933364868164, -0.6227659, -1.0305673, -0.017561913
1898, 223577472, -169.23704528808594, -73.70779418945312, 34.95317459106445, -0.45216382, -0.7897238, 0.706316
1899, 223594139, -169.09701538085938, -73.87370300292969, 34.85640335083008, -0.08784132, -0.06803064, 0.57355404
1900, 223610806, -168.90866088867188, -73.92765045166016, 34.80463790893555, 0.5319111, 0.60463315, 0.26253414
1901, 223627473, -168.57699584960938, -73.935791015625, 34.609519958496094, 1.4603814, 0.8934048, -0.34423065
1902, 223644140, -168.2914581298828, -74.0269546508789, 34.32862854003906, 0.1318612, 0.60892755, -0.9283142
1903, 223660807, -168.34571838378906, -74.15166473388672, 34.41088104248047, -1.0145423, 0.076846436, 0.5700903
1904, 223677474, -168.440673828125, -74.2679672241211, 34.7096061706543, -1.3845818, -0.3780753, 0.42418194
1905, 223694141, -168.38877868652344, -74.3807601928711, 34.91000747680664, -0.77383894, -0.79685724, 0.38533878
1906, 223710808, -168.16256713867188, -74.47940063476562, 34.824134826660156, -0.047879156, -1.0394672, 0.25005436
1907, 223727475, -167.9132843017578, -74.59162139892578, 34.615726470947266, 0.39741486, -0.80140793, -0.3903637
1908, 223744142, -167.60107421875, -74.72019958496094, 34.331459045410156, 1.076832, -0.7148664, -0.6000328
1909, 223760809, -166.96249389648438, -74.85698699951172, 33.72945022583008, 1.5684416, -0.6223941, -0.2903986
1910, 223777476, -166.14956665039062, -74.9916000366211, 32.95124053955078, 1.5551159, -0.24530725, -0.19676304
1911, 223794143, -165.34814453125, -75.11400604248047, 32.14864730834961, 1.3896763, 0.089776434, -0.56587696
1912, 223810810, -164.6149139404297, -75.23658752441406, 31.35468292236328, 1.069975, 0.27043426, -0.5537386
1913, 223827477, -163.9044647216797, -75.33621978759766, 30.55976676940918, 0.6712082, 0.4080951, -0.18728828
1914, 223844144, -163.1488494873047, -75.37767791748047, 29.720399856567383, 0.42218575, 0.23710746, 0.28879356
1915, 223860811, -162.32000732421875, -75.3548583984375, 28.81171989440918, 0.26176056, 0.055547215, 0.25583076
1916, 223877478, -161.55657958984375, -75.30743408203125, 27.918275833129883, -0.24864872, 0.22183381, -0.13444519
1917, 223894145, -161.03330993652344, -75.28243255615234, 27.244401931762695, -0.96484494, 0.9348271, -0.31087875
1918, 223910812, -160.73460388183594, -75.30635070800781, 26.89923667907715, -1.4161607, 1.3530871, -0.24535751
1919, 223927479, -160.5519561767578, -75.37401580810547, 26.778688430786133, -1.4657757, 1.1696552, 0.043691635
1920, 223944146, -160.49037170410156, -75.46613311767578, 26.81362533569336, -1.2994003, 0.84100795, 0.2829342
1921, 223960813, -160.5056610107422, -75.57274627685547, 26.974693298339844, -0.95204437, 0.45560524, 0.3369465
1922, 223977480, -160.4826202392578, -75.6935043334961, 27.163179397583008, -0.5298027, -0.11330542, 0.39150715
1923, 223994147, -160.43222045898438, -75.81861114501953, 27.28382110595703, -0.3799633, -0.30323142, -0.11329651
1924, 224010814, -160.4068145751953, -75.952392578125, 27.392850875854492, -0.34398693, -0.3762409, -0.5900459
1925, 224027481, -160.50421142578125, -76.09078216552734, 27.579708099365234, -0.26978812, -0.054034032, -0.49638557
1926, 224044148, -160.70370483398438, -76.23522186279297, 27.889690399169922, -8.433144E-4, 0.14568418, -0.14410019
1927, 224060815, -160.94960021972656, -76.37322235107422, 28.23993682861328, 0.25142655, 0.089469776, 0.17493916
1928, 224077482, -161.2183074951172, -76.48790740966797, 28.569580078125, 0.37602702, 0.049308524, 0.06853485
1929, 224094149, -161.3936767578125, -76.58699035644531, 28.8283634185791, 0.6015808, -0.13053057, -0.098288536
1930, 224110816, -161.40907287597656, -76.66267395019531, 28.92452049255371, 0.8781749, -0.395956, -0.13683414
1931, 224127483, -161.34034729003906, -76.70664978027344, 28.831222534179688, 0.8118942, -0.46832156, -0.3068514
