PacketCounter_femur,SampleTimeFine_femur,Euler_X_femur,Euler_Y_femur,Euler_Z_femur,FreeAcc_X_femur,FreeAcc_Y_femur,FreeAcc_Z_femur,PacketCounter_tibia,SampleTimeFine_tibia,Euler_X_tibia,Euler_Y_tibia,Euler_Z_tibia,FreeAcc_X_tibia,FreeAcc_Y_tibia,FreeAcc_Z_tibia
257.0,1212290225.0,-113.23762509999999,-82.68088531,-72.48046875,-0.011657758999999998,0.12772729,0.17092133,258,1212290225,-165.91999819999998,-79.79776001,0.9410599470000001,-0.008451018000000001,-0.0065807240000000005,-0.039121628
258.0,1212306892.0,-113.22131350000001,-82.69577789,-72.51679229999999,-0.023431367999999998,0.17577869,0.15518093,259,1212306892,-165.9900818,-79.78017426,0.9913629290000001,0.000396,0.021746973,-0.018063545
259.0,1212323559.0,-113.1996078,-82.70593262,-72.53864288,-0.047841743,0.2063344,0.14309406,260,1212323559,-166.0570831,-79.76326752,1.050095797,-0.050337885,0.018616337,-0.002504349
260.0,1212340226.0,-113.17746729999999,-82.70768738,-72.54804229999999,-0.045055762,0.20589402,0.12736702,261,1212340226,-166.10870359999998,-79.74929047,1.10151577,-0.058298297,-0.02193925,-0.013766289
261.0,1212356893.0,-113.1985779,-82.69927216,-72.50254822,-0.041631613,0.1618984,0.14610195,262,1212356893,-166.1511383,-79.73947144,1.150071025,-0.05361617,-0.011895583000000001,-0.014044761999999999
262.0,1212373560.0,-113.2538452,-82.68549347,-72.41391754,-0.030281805,0.10727799,0.16619015,263,1212373560,-166.191803,-79.73136139,1.194505334,-0.0481046,-0.006915659,-0.000229
263.0,1212390227.0,-113.3317032,-82.67300415,-72.30049896,-0.020688966,0.031954695,0.1899271,264,1212390227,-166.22363280000002,-79.72620392,1.2355420590000001,-0.040223874,-0.004916391,-0.002112389
264.0,1212406894.0,-113.38413999999999,-82.66441345,-72.22006989,-0.005178959,-0.02573884,0.18321323,265,1212406894,-166.2518463,-79.72238159,1.272259951,-0.013870271000000002,-0.015803372,-0.017119408
265.0,1212423561.0,-113.3962555,-82.66043091,-72.19104004,-0.013534382,-0.049539823,0.19053936,266,1212423561,-166.2822876,-79.71916199,1.3087596890000002,-0.004774306,-0.01381528,-0.023083687000000002
266.0,1212440228.0,-113.4002838,-82.65891266,-72.18015289,-0.017290358000000002,-0.08490234599999999,0.19927025,267,1212440228,-166.3170624,-79.71720886,1.3471663,-0.001443335,-0.024262442999999998,-0.011171341000000001
267.0,1212456895.0,-113.40913390000001,-82.66120148,-72.17175293,-0.029460427999999997,-0.10956876,0.20263863,268,1212456895,-166.3499908,-79.71483612,1.382992148,0.007972505,-0.017831417,-0.010756493
268.0,1212473562.0,-113.42247009999998,-82.66968536,-72.16723633,-0.06641277,-0.09777615,0.19386864,269,1212473562,-166.3766327,-79.71273804,1.4100090269999999,-0.00293455,-0.019838786,-0.021680832
269.0,1212490229.0,-113.4604416,-82.67986298,-72.14200592,-0.0735763,-0.058774114,0.17617035,270,1212490229,-166.4078369,-79.7108078,1.43860352,-0.016180389,0.004296534,-0.022726059
270.0,1212506896.0,-113.5143814,-82.68732452,-72.09848022,-0.04555002599999999,-0.001167104,0.17738152,271,1212506896,-166.4405365,-79.71182251,1.470507741,-0.01336122,-0.017077954,0.002142906
271.0,1212523563.0,-113.54694369999999,-82.69335938,-72.07211304,-0.05324058,0.06543597599999999,0.17621708,272,1212523563,-166.4653168,-79.71385956,1.494939685,-0.025689747000000002,-0.02102022,-0.000781
272.0,1212540230.0,-113.54672240000002,-82.69719696,-72.08205414,-0.03447366,0.11624852,0.17940807,273,1212540230,-166.4900055,-79.71645355,1.515671253,-0.015378376000000001,-0.02790604,-0.025709152000000002
273.0,1212556897.0,-113.51984409999999,-82.69714355,-72.11603546,-0.016948033,0.094662674,0.17035961,274,1212556897,-166.506073,-79.72000885,1.5266225340000001,-0.033059627,-0.037356,-0.011611938999999998
274.0,1212573564.0,-113.51636509999999,-82.69483948,-72.11883545,-0.010610498999999999,0.06941378,0.17709446,275,1212573564,-166.50344850000002,-79.72538757,1.521247506,-0.019198772,-0.021535026000000002,-0.002655029
275.0,1212590231.0,-113.52832790000001,-82.69145203,-72.09709167,0.00438593,0.029990567000000003,0.17615414,276,1212590231,-166.5097351,-79.73065186,1.525379181,-0.019842809,-0.009796405,-0.001243591
276.0,1212606898.0,-113.55303190000001,-82.68869019,-72.05604553,-0.008645942,0.008458841,0.16547108,277,1212606898,-166.51402280000002,-79.73620605,1.528645635,-0.004949122,-0.0254997,-0.020853043
277.0,1212623565.0,-113.5998459,-82.68453217,-71.99060822,-0.017977843,-0.018985512,0.17287064,278,1212623565,-166.5109863,-79.74276733,1.5222390890000002,-0.000536,-0.0030827470000000003,-0.0038852690000000002
278.0,1212640232.0,-113.6283112,-82.68254089,-71.94611359,-0.016878843,-0.055064317,0.16731071,279,1212640232,-166.50344850000002,-79.74868774,1.512903214,0.000715,0.002579451,-0.019205093
279.0,1212656899.0,-113.63013459999999,-82.68200684,-71.93615723,-0.050120942,-0.068337776,0.18607426,280,1212656899,-166.49752809999998,-79.75331879,1.508846283,0.011275963,-8.94e-05,-0.011004448
280.0,1212673566.0,-113.60076140000001,-82.67962646,-71.97131348,-0.047354676,-0.06560398,0.19514847,281,1212673566,-166.4938965,-79.75967407,1.508976221,0.028871777,-0.024681863999999998,-0.017261505
281.0,1212690233.0,-113.55899050000001,-82.68136597,-72.03255463,-0.057193945999999996,-0.07665374,0.20318985,282,1212690233,-166.48902890000002,-79.76417542,1.503782749,0.02844057,-0.036105894,-0.01569748
282.0,1212706900.0,-113.52021029999999,-82.68782806,-72.09902191,-0.04846419,-0.08810364,0.19010258,283,1212706900,-166.4790497,-79.76802826,1.484058857,-0.011932833,-0.023086151,-0.012371063
283.0,1212723567.0,-113.51679229999999,-82.70179749,-72.1256485,-0.028170682000000002,-0.047086685999999996,0.16313648,284,1212723567,-166.4674835,-79.77272034,1.460357785,-0.015792014,-0.024669907999999997,-0.01731968
284.0,1212740234.0,-113.54613490000001,-82.71600342,-72.11598206,0.000146,-0.001373857,0.14426422,285,1212740234,-166.4545593,-79.77853394,1.441561699,-0.030461022999999997,0.015430273000000001,-0.018336296000000002
285.0,1212756901.0,-113.58245090000001,-82.72013092,-72.08904266,0.013929698,0.05410764,0.15130997,286,1212756901,-166.43270869999998,-79.78483582,1.4245451690000002,0.007655276999999999,0.012812098000000001,-0.001992226
286.0,1212773568.0,-113.58719640000001,-82.71614075,-72.087677,0.01632694,0.0850673,0.17343998,287,1212773568,-166.4117889,-79.78976440000001,1.4085127119999998,0.010982687,-0.016077567,-0.017256737
287.0,1212790235.0,-113.56085209999999,-82.70684814,-72.11938477,0.013621891,0.08556301,0.210639,288,1212790235,-166.3940582,-79.79390717,1.390736938,0.064420275,-0.027630169,-0.014774323
288.0,1212806902.0,-113.4938126,-82.70144653,-72.18989563,0.02492183,0.061431907,0.20221233,289,1212806902,-166.3773651,-79.79658508,1.368447304,0.037528887000000004,-0.007311891,-0.03330326
289.0,1212823569.0,-113.41999820000001,-82.70149994,-72.26648712,0.030585034,0.001344602,0.18215275,290,1212823569,-166.3744659,-79.79785919,1.3590971230000002,0.010927213,0.015349976000000001,-0.03631401
290.0,1212840236.0,-113.37538149999999,-82.70693207,-72.30326843,0.035578646,-0.041602038,0.18611908,291,1212840236,-166.3648987,-79.79760742,1.352628231,0.0070315709999999995,0.03210607,-0.005598068
291.0,1212856903.0,-113.36443329999999,-82.71263885,-72.295578,0.022375414,-0.06923471,0.17422867,292,1212856903,-166.3592529,-79.79980469,1.3526251319999998,-0.02133649,0.0048977840000000005,0.015213966
292.0,1212873570.0,-113.35652160000001,-82.71820831,-72.28082275,-0.005902733,-0.035222877,0.16776085,293,1212873570,-166.3533325,-79.80237579,1.3519113059999999,-0.016399775,-0.014226767,-0.009678841
293.0,1212890237.0,-113.349617,-82.72184753,-72.27133179,-0.021622244,-0.0038922590000000003,0.15580940000000001,294,1212890237,-166.35063169999998,-79.80506897,1.348050356,0.00734261,0.0054048230000000004,-0.03174591
294.0,1212906904.0,-113.3430405,-82.72106934,-72.277565,-0.057233665,0.003721463,0.16898441,295,1212906904,-166.3378601,-79.80599213,1.338721633,0.02672923,0.009666544000000001,-0.023357391
295.0,1212923571.0,-113.32513429999999,-82.71767426,-72.31009674,-0.057406782999999996,-0.0055590990000000005,0.18337345,296,1212923571,-166.3316956,-79.80804443,1.333709598,0.020457666,-0.012181456,-0.020858765
296.0,1212940238.0,-113.28437040000001,-82.71589661,-72.37901306,-0.04305922,-0.017216092,0.16186905,297,1212940238,-166.3309479,-79.80950928,1.328360081,0.003368641,-0.018068843,-0.03788376
297.0,1212956905.0,-113.26127620000001,-82.71616364,-72.43583679,-0.02388424,-0.050091199999999995,0.17281914,298,1212956905,-166.33248899999998,-79.81084442,1.322194695,-0.01104214,-0.024417896,-0.028583527
298.0,1212973572.0,-113.2605591,-82.72020721,-72.46247101,-0.003821304,-0.042810895,0.18888855,299,1212973572,-166.31790159999997,-79.81223297,1.30039525,0.000439,0.004613028,-0.001049042
299.0,1212990239.0,-113.26599879999999,-82.72651672,-72.47428131,0.010181911,-0.02895508,0.18000698,300,1212990239,-166.2990417,-79.81458282,1.2746346000000002,-0.005839199000000001,0.013032314,0.018803596000000002
300.0,1213006906.0,-113.26436609999999,-82.73188019,-72.48604584,0.012707788999999999,0.00886569,0.17109585,301,1213006906,-166.2783966,-79.81974029999999,1.249243975,-0.011921188999999999,-0.004806479000000001,-0.002922058
301.0,1213023573.0,-113.26593020000001,-82.73445129,-72.48783875,0.029258715,0.074904405,0.17012405,302,1213023573,-166.25245669999998,-79.82508087,1.220293045,0.002626131,0.002474903,-0.024964333
302.0,1213040240.0,-113.2755432,-82.73615265,-72.47454071,-0.004107382,0.08736002400000001,0.18208313,303,1213040240,-166.22619630000003,-79.8296051,1.194390178,0.0065174280000000005,-0.001732561,-0.024518012999999998
303.0,1213056907.0,-113.2692871,-82.73558807,-72.47316742,-0.004692788,0.07402376,0.17829132,304,1213056907,-166.2072601,-79.8327179,1.178527474,0.018501397,0.003849005,-0.01403141
304.0,1213073574.0,-113.2310028,-82.73370361,-72.50131989,0.012922827,0.038529925,0.19252777,305,1213073574,-166.1931915,-79.83650970000001,1.168759584,0.020320456,0.007545965,-0.0074081419999999995
305.0,1213090241.0,-113.17104340000002,-82.73023987,-72.54950714,0.01708205,0.015241234,0.18590927,306,1213090241,-166.1815033,-79.8373642,1.158942223,0.020033844,-0.001094264,-0.009962081999999999
306.0,1213106908.0,-113.1051712,-82.72805023,-72.60429382,0.032738544,-0.027435314,0.19808865,307,1213106908,-166.17480469999998,-79.83740234,1.152130485,0.021470739,-0.0039531620000000005,-0.0044212340000000004
307.0,1213123575.0,-113.0570068,-82.73191071,-72.64152527,0.026906595,-0.056341264,0.2080307,308,1213123575,-166.1739197,-79.83732605,1.150343418,0.018523993,0.010473873,-0.030095099999999996
308.0,1213140242.0,-113.02542109999999,-82.74276733,-72.66615295,0.018057797,-0.07647185,0.18142986,309,1213140242,-166.168045,-79.83774567,1.145965576,0.012463591999999999,0.029295955,-0.029065132
309.0,1213156909.0,-112.9851074,-82.75671387,-72.70252228,-0.004643708,-0.051556885,0.17371845,310,1213156909,-166.1698914,-79.8390274,1.152658224,-0.026185626,0.02985429,-0.022315979
310.0,1213173576.0,-112.9276886,-82.77191925,-72.75914764,-0.031100916,-0.02310933,0.18112278,311,1213173576,-166.17327880000002,-79.84191132,1.159741044,-0.020763481,0.003118062,-0.024770737
311.0,1213190243.0,-112.83444979999999,-82.78523254,-72.85447693,-0.07292551,0.033853408,0.17713451,312,1213190243,-166.17094419999998,-79.84487915,1.158962727,-0.02293891,-0.045693255999999995,0.006637573000000001
312.0,1213206910.0,-112.732605,-82.79857635,-72.96592712,-0.06670194,0.07845212,0.16626167,313,1213206910,-166.16842649999998,-79.85002899,1.153642535,-0.005493774,-0.054522187,-0.004085541
313.0,1213223577.0,-112.64616389999999,-82.80764771,-73.06992340000001,-0.07974702,0.09354004,0.17439365,314,1213223577,-166.16082759999998,-79.85623169,1.140741825,-0.010284984,-0.020330347,-0.029595375
314.0,1213240244.0,-112.5765533,-82.81649017,-73.15705109,-0.064887695,0.09722554,0.18059921,315,1213240244,-166.15232849999998,-79.86416626,1.132640004,-0.035171403999999996,0.003718194,-0.032424927
315.0,1213256911.0,-112.54630279999999,-82.82791901,-73.19604492,-0.05156132,0.07074855,0.14925575,316,1213256911,-166.1436157,-79.87567902,1.1329211000000001,-0.038816217,0.006235396999999999,-0.024055481
316.0,1213273578.0,-112.545639,-82.83661652,-73.1884079,-0.016891401,0.055685847999999996,0.16502857,317,1213273578,-166.11410519999998,-79.88827515,1.118853331,-0.030035056,-0.006527025,0.0023965839999999998
317.0,1213290245.0,-112.48737340000002,-82.84319305,-73.22000122,0.010542164,0.06486544,0.16949177,318,1213290245,-166.08230590000002,-79.9017868,1.1004481320000001,-0.03361282,-0.007026968000000001,-0.0009310000000000001
318.0,1213306912.0,-112.38666529999999,-82.84379578,-73.28474426,0.021255207999999998,0.060044575,0.17369938,319,1213306912,-166.0505981,-79.91734314,1.0778690579999999,-0.011316747,-0.02353016,-0.01846695
319.0,1213323579.0,-112.2897491,-82.84185028,-73.34162903,-0.00715213,0.04556412,0.17549706,320,1213323579,-166.0119019,-79.93352509,1.048889756,-0.004044935,-0.005619954,-0.01154232
320.0,1213340246.0,-112.2071686,-82.84121704,-73.38817596,-0.005242359,-0.0015923170000000002,0.19423962,321,1213340246,-165.9756012,-79.94787598,1.028949261,0.015868226000000003,0.02650439,-0.023693085
321.0,1213356913.0,-112.125473,-82.84310913,-73.44226074,-0.027405072000000003,-0.049374997999999996,0.20456886,322,1213356913,-165.9412994,-79.96082306,1.017558336,0.025581485,0.012080093,-0.021630287
322.0,1213373580.0,-112.03926090000002,-82.84835052,-73.50752258,-0.0032437779999999997,-0.087702975,0.20242214,323,1213373580,-165.91412350000002,-79.97267914,1.011781573,0.029894935,0.006146886,-0.012979507
323.0,1213390247.0,-111.957283,-82.85834503,-73.57254791,0.013125997,-0.09335202,0.20021725,324,1213390247,-165.8818207,-79.98356628,0.998895347,0.028867333999999998,0.007971366,-0.015084267
324.0,1213406914.0,-111.8707657,-82.870224,-73.6421814,0.034522448,-0.090582445,0.17272472,325,1213406914,-165.86369319999997,-79.99228668,0.994440138,0.02191404,-0.001791568,-0.042380333
325.0,1213423581.0,-111.74817659999998,-82.87913513,-73.75371552,0.018455356000000003,-0.07250274,0.1712656,326,1213423581,-165.8520813,-79.99608612,0.9885098929999999,0.05959322,0.003409355,-0.030264854
326.0,1213440248.0,-111.5926514,-82.88296509,-73.90909576,0.027383992000000003,-0.08240238,0.15319252,327,1213440248,-165.8505249,-79.99740601,0.9813568000000001,0.06546671,-0.032293933999999996,-0.05471611
327.0,1213456915.0,-111.4262314,-82.88420868,-74.08918762,0.05561614,-0.14834206,0.17560959,328,1213456915,-165.8509521,-79.99608612,0.9648705120000001,0.056456175,-0.013163906999999999,-0.021834372999999997
328.0,1213473582.0,-111.2477188,-82.88798523,-74.29512787,0.013154041000000002,-0.17177473,0.19068813,329,1213473582,-165.842514,-79.99375916,0.937251568,0.047650665,0.005075476,0.005055428
329.0,1213490249.0,-111.09134669999999,-82.90583038,-74.48735046,0.012554952,-0.14454888,0.15548038,330,1213490249,-165.8453369,-79.99337006,0.92363143,-0.015548308,-0.026223434,-0.024454117
330.0,1213506916.0,-111.0188675,-82.92748259999999,-74.59327698,-0.019508172,-0.1246989,0.12210750599999999,331,1213506916,-165.8301849,-79.99295807,0.898075759,-0.022606876,-0.031279853999999996,-0.024184227000000003
331.0,1213523583.0,-111.02379609999998,-82.94456482,-74.61586761,-0.058631107,-0.014068925,0.14238644,332,1213523583,-165.7952423,-79.99219513,0.860284328,-0.032142602,-0.0011737219999999999,-0.005167007
332.0,1213540250.0,-111.04457859999998,-82.95274353,-74.62068939,-0.07482111,0.04720609,0.14783192,333,1213540250,-165.75177,-79.99372101,0.8204196690000001,-0.016616967,0.006571336999999999,0.012863158999999999
333.0,1213556917.0,-111.0528564,-82.95129395,-74.64241791,-0.06277477,0.09865238,0.18944454,334,1213556917,-165.7107544,-79.9960022,0.778637171,0.004325032,0.018837057,-0.006233215
334.0,1213573584.0,-111.0118713,-82.94593048,-74.70970917,-0.034266405,0.13163644,0.23442649999999998,335,1213573584,-165.67529299999998,-79.99620056,0.738348663,0.021076672,0.014135351,-0.04082012
335.0,1213590251.0,-110.90608219999999,-82.94600677,-74.83499908,0.04921264,0.13494489,0.22016525,336,1213590251,-165.64765930000002,-79.99588776,0.699245453,-0.011256691999999999,-0.022581122999999998,-0.026943207
336.0,1213606918.0,-110.76525120000001,-82.95330048,-74.98095703,0.10050695,0.09929246,0.16348934,337,1213606918,-165.62159730000002,-79.99628448,0.655609071,-0.02360011,-0.017320186,-0.015586853000000001
337.0,1213623585.0,-110.6558533,-82.96034241,-75.07830048,0.100745134,0.06932709,0.12769604,338,1213623585,-165.58815,-79.99794769,0.614053547,-0.028811677999999997,-0.000563,-0.019350052
338.0,1213640252.0,-110.58387759999998,-82.96338654,-75.12388611,0.07414233,0.053294815,0.098882675,339,1213640252,-165.54350280000003,-80.00228119,0.576809227,-0.010534948,0.030060817000000004,-0.025419235
339.0,1213656919.0,-110.5722122,-82.95427704,-75.10095215,0.000512,0.043224957,0.15631676,340,1213656919,-165.5014801,-80.00510406,0.556223929,0.04599161,0.029761309,0.007777214
340.0,1213673586.0,-110.5680313,-82.94336700000001,-75.06936646,-0.026700556,0.019561365,0.21555042,341,1213673586,-165.48121640000002,-80.00611115,0.5542669889999999,0.026822211000000002,0.027532717,-0.0323143
341.0,1213690253.0,-110.583519,-82.94253540000001,-75.02703094,-0.011785221,-0.02895181,0.21181774,342,1213690253,-165.4754791,-80.00569916,0.5580784679999999,0.023604441,0.019412994,-0.03013897
342.0,1213706920.0,-110.5731125,-82.94273376,-75.01503754,0.027554732000000002,-0.038308993,0.21296215,343,1213706920,-165.4508209,-80.00491333,0.542702734,0.04783540000000001,-0.028676768999999998,0.00894928
343.0,1213723587.0,-110.46402739999999,-82.94434357,-75.10128021,0.05581030000000001,-0.032768503,0.20102882,344,1213723587,-165.42687990000002,-80.00019073,0.523019969,0.023210535,0.025736175,-0.00958252
344.0,1213740254.0,-110.290802,-82.95012665,-75.25867462,0.08056263599999999,-0.06125938,0.18605232,345,1213740254,-165.4182281,-79.9969635,0.517701387,0.028898919,-0.001753292,-0.013895035
345.0,1213756921.0,-110.19145970000001,-82.95809174,-75.34694672,0.07637205,-0.06815635,0.1828556,346,1213756921,-165.41593930000002,-79.99443054,0.518921256,0.0315406,0.018524697,-0.012168884
346.0,1213773588.0,-110.1189041,-82.96879578,-75.40882111,0.01651923,-0.04301627,0.19876671,347,1213773588,-165.417038,-79.99053955,0.523512065,0.023830784,0.019400477,-0.0208292
347.0,1213790255.0,-110.07182309999999,-82.98043823,-75.45185852,-0.011709022,-0.006625441,0.16729449999999998,348,1213790255,-165.42579650000002,-79.98407745,0.538620532,-0.005613025,0.015032643,-0.015812873999999998
348.0,1213806922.0,-110.0920105,-82.98809814,-75.43038940000001,-0.030493999,0.03349683,0.16816902,349,1213806922,-165.4520111,-79.97714996,0.570911407,-0.045752104,0.007767466,-0.014279366000000002
349.0,1213823589.0,-110.10175320000002,-82.99999237,-75.41589355,-0.028663421,0.06339697,0.1926403,350,1213823589,-165.4725647,-79.97357941,0.593881607,-0.023084858,-0.01640166,-0.024137497
350.0,1213840256.0,-110.04367830000001,-83.01273346,-75.46753693,0.001934573,0.06997671,0.16121101,351,1213840256,-165.4782715,-79.9713974,0.599041343,-0.007215208000000001,-0.031572714,-0.03167534
351.0,1213856923.0,-109.94718929999999,-83.01570892,-75.56200409,-0.016289456,0.06505871,0.12427807,352,1213856923,-165.488205,-79.96816254,0.598695517,-0.003111901,-0.05504297,-0.010183334
352.0,1213873590.0,-109.8490067,-83.008461,-75.66480255,-0.04040339,0.002906783,0.13901138,353,1213873590,-165.4986267,-79.96656036,0.59153074,-0.020592283,-0.028581329,-0.02717495
353.0,1213890257.0,-109.81723020000001,-82.99512482,-75.71180725,-0.046864014,-0.08835509400000001,0.15807724,354,1213890257,-165.49508669999997,-79.96518707,0.57131511,-0.002917675,-0.009667661999999999,-0.013196945
354.0,1213906924.0,-109.828804,-82.98339844,-75.72158051,-0.05284572,-0.12724729,0.18559551,355,1213906924,-165.4751282,-79.96606445,0.540535271,-0.045991037,-0.049038295,0.03627014
355.0,1213923591.0,-109.85495759999999,-82.98029327,-75.71939087,-0.041481894,-0.1467068,0.16667938,356,1213923591,-165.44671630000002,-79.97074127,0.50228256,-0.03466978,-0.060630683,0.0026683809999999996
356.0,1213940258.0,-109.9426041,-82.9796524,-75.65402985,-0.040776192999999995,-0.14125803,0.12309265,357,1213940258,-165.4072876,-79.97301483,0.452368289,0.020685676,-0.04860485,-0.035678864
357.0,1213956925.0,-110.0904922,-82.97052002,-75.52217102,-0.07193778,-0.09195728,0.1554575,358,1213956925,-165.3464508,-79.97522736,0.38104918600000004,0.059396856,-0.011938777,-0.031905174
358.0,1213973592.0,-110.19495390000002,-82.96588898,-75.43675232,-0.07386668,-0.06032994,0.22712803,359,1213973592,-165.3038788,-79.97679901,0.32562676100000004,0.03162172,0.028694816,-0.042562485
359.0,1213990259.0,-110.15171809999998,-82.98267365,-75.50619507,-0.056831325999999995,0.0009140000000000001,0.23386192,360,1213990259,-165.2684174,-79.98126984,0.28650045399999996,-0.07091735,-0.025714215,-0.05184269
360.0,1214006926.0,-109.97444920000001,-83.01618195,-75.71132659999999,-0.07110524,0.13248564,0.18208694,361,1214006926,-165.21272280000002,-79.98977661,0.240472078,-0.10394533,-0.05035255,0.004404068
361.0,1214023593.0,-109.8011627,-83.04862213,-75.90438843,-0.0979846,0.27007365,0.043961525,362,1214023593,-165.127121,-80.00380707,0.168901771,-0.12722877,-0.032051086,0.060433388
362.0,1214040260.0,-109.8422165,-83.0463562,-75.87841797,-0.13208659,0.349688,-0.015808105,363,1214040260,-165.0075531,-80.02279663,0.069841444,-0.08685393,-0.025345363,0.028486252000000004
363.0,1214056927.0,-110.07053379999999,-82.99529266,-75.66529083,-0.16030732,0.29868302,0.1036129,364,1214056927,-164.8721313,-80.04386902,-0.063809961,-0.003034202,-0.041187793,-0.041246414
364.0,1214073594.0,-110.38463590000002,-82.92033386,-75.37226105,-0.061966293,0.123188436,0.22456741,365,1214073594,-164.7661133,-80.06304932,-0.204757527,0.032405794,-0.026749695,-0.044751167
365.0,1214090261.0,-110.66257479999999,-82.84805298,-75.11548615,0.1255953,-0.14633444,0.30747795,366,1214090261,-164.6712799,-80.07659149,-0.35144946,0.13947820000000002,0.031517617000000005,-0.048106194000000005
366.0,1214106928.0,-110.82282260000001,-82.80175781,-74.97676086,0.30109400000000003,-0.33873495,0.29090879999999997,367,1214106928,-164.6056824,-80.08493805,-0.46681904799999996,0.15962388,0.12311882,-0.04459095
367.0,1214123595.0,-110.8235703,-82.79140472,-74.99612427,0.40920138,-0.39022952,0.24707222,368,1214123595,-164.577713,-80.08664703,-0.527806401,0.13874741,0.14304360000000002,-0.0335474
368.0,1214140262.0,-110.72755430000001,-82.81233978,-75.10553741,0.40902528,-0.328879,0.24479675,369,1214140262,-164.60153200000002,-80.08190918,-0.502611935,0.17539757,0.15983278,-0.053768157999999996
369.0,1214156929.0,-110.56564329999999,-82.85587311,-75.27275848,0.30810893,-0.20090329999999998,0.27107716,370,1214156929,-164.65336609999997,-80.06748199,-0.419146687,0.128826,0.11514113,-0.054722785999999995
370.0,1214173596.0,-110.43759920000001,-82.91008759,-75.41547394,0.13190542,-0.050654415,0.23641014,371,1214173596,-164.7349091,-80.04807281,-0.309473693,0.08731016,0.026970413999999998,-0.022079467999999998
371.0,1214190263.0,-110.3992615,-82.95806122,-75.49298859,-0.08037985,0.031119239,0.21221352,372,1214190263,-164.8314209,-80.02628326,-0.204213277,0.10732392,-0.025603354,0.0028409959999999997
372.0,1214206930.0,-110.38853449999999,-82.9957428,-75.56327057,-0.22883336,0.11554685,0.16348648,373,1214206930,-164.95751950000002,-80.00326538,-0.102343924,0.015993056999999998,-0.036656126000000004,-0.019472121999999998
373.0,1214223597.0,-110.35597990000001,-83.020401,-75.66247559,-0.25752532,0.20291926,0.13090992,374,1214223597,-165.0746155,-79.98099518,-0.033424508,-0.056487717,-0.051638532,-0.00849247
374.0,1214240264.0,-110.28601840000002,-83.02937317,-75.79077148,-0.21675032,0.24200909999999998,0.12261199999999998,375,1214240264,-165.1681366,-79.966362,0.0017788189999999998,-0.12345442,-0.07332689,0.040308
375.0,1214256931.0,-110.18364720000001,-83.03370667,-75.9315567,-0.17510198,0.26392353,0.15613174,376,1214256931,-165.2423248,-79.96035004,0.020118561,-0.14531139,-0.04334017,0.032844543
376.0,1214273598.0,-110.05193329999999,-83.03533936,-76.07929993,-0.09895786,0.23338819,0.14947605,377,1214273598,-165.298233,-79.96056366,0.038607258,-0.15222196,-0.003698581,0.0050601959999999994
377.0,1214290265.0,-109.99156950000001,-83.03060913,-76.13418579,-0.02675919,0.19607729999999998,0.11321926,378,1214290265,-165.3274994,-79.96691132,0.059993207,-0.11845108,0.030672235,0.0054693219999999996
378.0,1214306932.0,-110.08335109999999,-83.01405334,-76.02120972,0.037024523999999996,0.15940899,0.09303284,379,1214306932,-165.32427980000003,-79.98129272,0.074737161,-0.07119851599999999,0.005262165,-0.007356644
379.0,1214323599.0,-110.32101440000001,-82.99249268,-75.75428772,0.040062394,0.09688498,0.13869667,380,1214323599,-165.32931519999997,-79.99765778,0.10576164699999999,-0.04527978,0.006579663,-0.02012539
380.0,1214340266.0,-110.5708084,-82.97627258,-75.47116089,0.040642425,0.07008364,0.191288,381,1214340266,-165.31805419999998,-80.01612854,0.1261511,-0.032623224,0.006538704,-0.029763222000000002
381.0,1214356933.0,-110.7228622,-82.96790314,-75.28867340000001,0.047793300000000004,0.024674422999999997,0.22815990000000003,382,1214356933,-165.31343080000002,-80.0353775,0.151046649,0.014679499999999998,0.014974976999999999,-0.011833191000000002
382.0,1214373600.0,-110.73388670000001,-82.96204376,-75.25349426,0.026190776000000002,-0.046875,0.2252512,383,1214373600,-165.31587219999997,-80.05224609,0.180440322,0.07237615,-0.002082805,-0.0051069259999999995
383.0,1214390267.0,-110.66529080000001,-82.95780945,-75.30460358,0.010665125,-0.12728247,0.20569610000000002,384,1214390267,-165.3304901,-80.06601715,0.204914227,0.06928456599999999,-0.04189493,-0.033207892999999995
384.0,1214406934.0,-110.60781100000001,-82.95375061,-75.34884644,-0.010048704,-0.17603534,0.17633533,385,1214406934,-165.3607025,-80.07758331,0.224265397,0.09457013,-0.04882389,-0.04365349
385.0,1214423601.0,-110.59390259999998,-82.95171356,-75.34671021,-0.030833106000000002,-0.15780750000000002,0.1625166,386,1214423601,-165.38433840000002,-80.08634949,0.234608948,0.008770753000000001,0.0009,-0.023742676
386.0,1214440268.0,-110.5967865,-82.95285034,-75.32167053,-0.021045407000000002,-0.09689329,0.19009686,387,1214440268,-165.3995514,-80.09249878,0.255742073,0.03715354,0.034887522000000004,-0.004673958
387.0,1214456935.0,-110.5768585,-82.96034241,-75.31284332,0.033197317000000004,-0.010231187,0.18055153,388,1214456935,-165.41375730000001,-80.09569549999999,0.29257741600000003,0.058158282,0.008837646999999999,-0.02032566
388.0,1214473602.0,-110.5843582,-82.96681213,-75.27257538,0.07919391,0.022542062999999998,0.15581226,389,1214473602,-165.4233246,-80.09783936,0.320609897,0.04358828,-0.05028701,-0.013161659
