PacketCounter_tibia,SampleTimeFine_tibia,Euler_X_tibia,Euler_Y_tibia,Euler_Z_tibia,FreeAcc_X_tibia,FreeAcc_Y_tibia,FreeAcc_Z_tibia
478,2351542694,-8.361984253,-18.60902405,-145.7446747,-0.022844082,-0.3470818,0.4807968
480,2351576028,-9.044695854,-18.82086563,-145.5585327,-0.11525675,0.09832642,1.18649
482,2351609362,-9.439097404,-19.33992386,-145.4603577,-0.51567507,0.24473624,1.620636
484,2351642696,-9.292407036,-20.24528122,-145.3480682,-0.14570695,0.13087282,1.316783
486,2351676030,-8.929377556,-21.50218773,-145.200119,0.4689455,0.09424446,0.88260174
487,2351692697,-8.748855591,-22.2341938,-145.1026154,0.74074996,0.5356947,1.1736069
489,2351726031,-8.362293243,-24.05051994,-144.8393555,0.7014402,0.7839339,0.9265652
491,2351759365,-8.007063866,-26.25793266,-144.5724335,0.7244429,0.5261542,0.5791178
493,2351792699,-8.235360146,-28.76396561,-144.1807404,0.7628239,0.21388496,0.49261189
495,2351826033,-8.883237839,-31.48718262,-143.5227814,0.842897,0.23831895,0.39753723
496,2351842700,-9.246832848,-32.96592712,-143.1026001,0.4555286,0.34287816,0.30908012
498,2351876034,-9.815517426,-36.21377945,-142.2812653,-0.2160972,0.5674359,0.64669037
500,2351909368,-9.677363396,-39.74889374,-141.7505951,-0.546294,0.05917785,0.37126923
504,2351976036,-9.417084694,-47.67920685,-140.072052,0.2034053,-0.9411657,-0.518734
505,2351992703,-9.852694511,-49.68888855,-139.4243774,0.15423119,-1.2201333,-0.6421442
507,2352026037,-11.47855473,-53.68246841,-137.9563293,-0.28024435,-1.9396839,-0.9872942
509,2352059371,-14.49230957,-57.8009758,-136.1039886,-0.30074024,-2.2857587,-1.1615286
511,2352092705,-19.01298523,-62.05170059,-133.7399902,-1.26858,-1.7913952,-1.2938156
513,2352126039,-24.88724709,-66.02474213,-130.9551239,-0.9745517,-0.92386615,-1.4906483
514,2352142706,-28.63717651,-67.95765686,-128.9251404,-0.6223531,-0.2668093,-2.0196815
516,2352176040,-37.57707977,-71.65251923,-123.0041962,0.036580563,1.4448886,-2.5476928
518,2352209374,-47.70830917,-74.99323273,-114.906456,0.4392896,2.2299147,-2.6963878
520,2352242708,-61.69906616,-78.17310333,-100.9166718,0.8935724,3.4067135,-2.038319
523,2352292709,-89.9654541,-80.38266754,-69.59291077,0.4658979,2.5097778,2.289874
525,2352326043,-100.1893692,-79.79320526,-56.95517731,-0.28217328,-0.43742922,2.7947206
527,2352359377,-102.3560562,-79.43444824,-52.56780243,-0.038236033,-1.2875602,0.5013199
529,2352392711,-104.7669449,-79.33554077,-47.86148071,-0.525396,-1.8206093,-0.32291698
531,2352426045,-108.58181,-79.32476807,-42.7605629,-0.91058695,-2.1232967,-0.6160736
532,2352442712,-110.5843124,-79.26522064,-40.80020905,0.026194412,-1.7457893,-0.5061922
534,2352476046,-111.6038666,-79.12714386,-40.80659866,0.6451095,-0.92690253,0.46324444
536,2352509380,-109.9865646,-78.8846817,-44.01557159,0.3491873,-0.024730591,-0.2913761
538,2352542714,-110.3187485,-78.49516296,-44.91373825,-0.008299204,0.48798388,0.060112953
