PacketCounter_femur,SampleTimeFine_femur,Euler_X_femur,Euler_Y_femur,Euler_Z_femur,FreeAcc_X_femur,FreeAcc_Y_femur,FreeAcc_Z_femur
169,1210823529,-111.4888611,-82.7826004,-74.00001526,4.68E-04,-0.044468362,0.21260166
170,1210840196,-111.4279633,-82.78912354,-74.06747437,0.003372373,-0.060009036,0.19226837
171,1210856863,-111.405632,-82.79655457,-74.09488678,0.017712632,-0.05988098,0.16979313
172,1210873530,-111.3750076,-82.80775452,-74.12540436,-0.006613507,-0.04893441,0.17680359
173,1210890197,-111.3217697,-82.81944275,-74.17956543,-0.019666914,0.009048776,0.14974785
174,1210906864,-111.277977,-82.82657623,-74.22299957,-0.018824356,0.06433062,0.1436348
175,1210923531,-111.2696991,-82.82909393,-74.22663116,-0.017364139,0.07900223,0.15030861
176,1210940198,-111.2892761,-82.82597351,-74.20262909,-0.030134408,0.09813033,0.18542099
177,1210956865,-111.3072815,-82.82086182,-74.17736053,-0.023805931,0.064266376,0.1987524
178,1210973532,-111.2919312,-82.81768799,-74.18627167,-0.026060214,0.057439316,0.18730354
179,1210990199,-111.2544479,-82.81954956,-74.21826935,0.008020311,0.003907872,0.16719437
180,1211006866,-111.1855011,-82.81990051,-74.2800827,0.022553459,-0.033562344,0.13977242
181,1211023533,-111.1404266,-82.81394958,-74.31483459,-0.002791654,-0.062051352,0.187603
182,1211040200,-111.118248,-82.81012726,-74.32606506,-0.00404319,-0.06402005,0.19347572
183,1211056867,-111.1301727,-82.80953217,-74.30991364,3.87E-04,-0.055790093,0.16908741
184,1211073534,-111.1778488,-82.80873871,-74.26734924,0.005462624,-0.028554045,0.15054512
185,1211090201,-111.2241821,-82.80696869,-74.23859406,-0.001883851,-0.018102335,0.1502409
186,1211106868,-111.2737656,-82.79916382,-74.20448303,0.00905843,-0.02317232,0.16086292
187,1211123535,-111.3189545,-82.78999329,-74.17399597,0.018708402,-0.002892544,0.18746567
188,1211140202,-111.3610687,-82.78311157,-74.14175415,0.021299196,0.004202176,0.22812843
189,1211156869,-111.3951035,-82.78162384,-74.11646271,0.053290322,0.012619088,0.2106638
190,1211173536,-111.4216537,-82.78827667,-74.10309601,0.044130474,0.007131558,0.16729069
191,1211190203,-111.4364777,-82.79688263,-74.10729218,1.55E-04,0.020113064,0.14672852
192,1211206870,-111.4525299,-82.80091095,-74.11705017,0.004797982,-0.009921765,0.11963463
193,1211223537,-111.4619598,-82.7883606,-74.13554382,-0.04171663,-0.020920347,0.20437336
