PacketCounter_tibia,SampleTimeFine_tibia,Euler_X_tibia,Euler_Y_tibia,Euler_Z_tibia,FreeAcc_X_tibia,FreeAcc_Y_tibia,FreeAcc_Z_tibia,PacketCounter_femur,SampleTimeFine_femur,Euler_X_femur,Euler_Y_femur,Euler_Z_femur,FreeAcc_X_femur,FreeAcc_Y_femur,FreeAcc_Z_femur
,,,,,,,,758,2356209454,175.8118134,-45.67941666,-17.98787117,-0.30015442,0.11986385,0.39296722
,,,,,,,,759,2356226121,175.7913513,-45.88589478,-17.9666729,-0.115944915,0.040468138,0.772274
,,,,,,,,760,2356242788,175.7025146,-46.12897873,-17.87001228,-0.42670047,0.09279431,0.49863434
,,,,,,,,761,2356259455,175.5599365,-46.3455925,-17.74694061,-0.42108306,0.19675806,0.23442459
,,,,,,,,762,2356276122,175.44104,-46.57409668,-17.63443947,-0.2300303,0.29641092,0.26341248
,,,,,,,,763,2356292789,175.3965302,-46.84161377,-17.52990723,-0.17365155,0.17662033,0.532074
,,,,,,,,764,2356309456,175.4303589,-47.18267441,-17.41979027,-0.3378855,0.043477573,0.6123514
,,,,,,,,765,2356326123,175.4474945,-47.54384232,-17.29025459,-0.6250865,0.24382252,0.41099548
,,,,,,,,766,2356342790,175.4725342,-47.94093323,-17.15039253,-0.8213132,0.12365938,0.51571846
,,,,,,,,767,2356359457,175.5031586,-48.38712311,-17.04047203,-0.8405163,0.03078578,0.820137
,,,,,,,,768,2356376124,175.523819,-48.91408157,-17.00021172,-0.62080187,0.10352908,1.089922
,,,,,,,,769,2356392791,175.493454,-49.53868484,-16.98693657,-0.091537036,0.106751464,0.82258415
,,,,,,,,770,2356409458,175.473114,-50.23366547,-16.87798119,-0.88389456,0.48579216,0.72020817
,,,,,,,,771,2356426125,175.502594,-50.90393066,-16.68725204,-0.93258244,0.41492414,6.68E-05
,,,,,,,,772,2356442792,175.5770569,-51.56772232,-16.52611351,-0.7379421,0.26501334,0.2792225
,,,,,,,,773,2356459459,175.6572876,-52.32082748,-16.42982292,-0.8122889,0.031573888,1.041112
,,,,,,,,774,2356476126,175.7028198,-53.19781876,-16.38493729,-0.7826611,0.1293664,1.311655
,,,,,,,,775,2356492793,175.7323608,-54.18059158,-16.37653542,-0.32731304,-0.049687155,0.8245592
,,,,,,,,776,2356509460,175.8283234,-55.23281097,-16.3198967,-0.9230346,-0.28552538,0.30510235
,,,,,,,,777,2356526127,175.9665833,-56.26575851,-16.23885727,-1.6369781,-0.19383748,-0.119776726
,,,,,,,,778,2356542794,176.1281586,-57.28845978,-16.30844498,-1.2485304,-0.21206217,0.09288025
,,,,,,,,779,2356559461,176.3639221,-58.4384079,-16.60563087,-0.9108806,-0.1778136,1.0643969
,,,,,,,,780,2356576128,176.7771759,-59.76082993,-17.09502411,-0.83514017,-0.18996646,1.2518501
,,,,,,,,781,2356592795,177.3356934,-61.18692398,-17.74069595,-0.2747938,-0.56645733,0.71755695
,,,,,,,,782,2356609462,177.957489,-62.6786232,-18.49581146,-1.3742199,-0.31269,0.11652851
,,,,,,,,783,2356626129,178.671463,-64.13889313,-19.37634277,-1.800341,0.10615145,-0.62690544
,,,,,,,,784,2356642796,179.5660553,-65.5226593,-20.43536949,-1.4724673,0.5444755,-0.47624874
,,,,,,,,785,2356659463,-179.2641296,-66.91210175,-21.70852661,-1.1299877,0.69064915,0.24531555
,,,,,,,,786,2356676130,-177.7937012,-68.37783051,-23.15582466,-0.45553502,0.53439045,0.24465847
,,,,,,,,787,2356692797,-176.1677704,-69.91801453,-24.77772141,-0.23269832,0.24271707,-0.16969967
,,,,,,,,788,2356709464,-174.5112,-71.54640198,-26.57791138,-0.9677171,0.31460297,-0.71538067
,,,,,,,,789,2356726131,-172.6933289,-73.09150696,-28.58310318,-0.725878,0.3443477,-1.3992643
,,,,,,,,790,2356742798,-170.6631622,-74.52025604,-30.86051559,0.14989771,0.16486596,-1.4824743
,,,,,,,,791,2356759465,-168.1898346,-75.87276459,-33.58588028,0.21278238,-0.5419724,-1.043889
,,,,,,,,792,2356776132,-165.1451569,-77.18205261,-36.94603348,0.16796449,-0.8318597,-0.5155401
,,,,,,,,793,2356792799,-161.9046021,-78.49481201,-40.96352005,1.6941117,-0.7941143,-0.6927023
,,,,,,,,794,2356809466,-158.5845795,-79.69968414,-45.34298325,2.246484,0.43096757,-1.3210192
,,,,,,,,795,2356826133,-155.1187134,-80.61257172,-49.53630447,3.5440521,0.31133136,-1.7558079
,,,,,,,,796,2356842800,-151.2678223,-81.2355423,-53.63998032,3.3244534,0.13565363,-1.060998
,,,,,,,,797,2356859467,-147.2819824,-81.69046021,-57.42301941,2.2304685,-0.02235448,-0.017879486
,,,,,,,,798,2356876134,-143.4678802,-82.13239288,-60.88449097,1.3684326,0.027195996,0.3539772
,,,,,,,,799,2356892801,-139.9991913,-82.57193756,-64.06060791,0.7528569,-0.46099272,0.13854408
,,,,,,,,800,2356909468,-136.6713562,-82.93439484,-67.30618286,0.3440473,-0.74270004,-0.057673454
,,,,,,,,801,2356926135,-133.468338,-83.16864014,-70.569664,0.58898,-0.39575282,0.08165741
,,,,,,,,802,2356942802,-130.2755585,-83.31208801,-73.81198883,1.2418875,-0.036951665,0.26228714
,,,,,,,,803,2356959469,-127.3852539,-83.41215515,-76.52970886,1.4611357,0.11725808,0.09916496
,,,,,,,,804,2356976136,-125.0181427,-83.46805573,-78.51952362,1.529207,-0.05902128,-0.13468266
,,,,,,,,805,2356992803,-123.2729645,-83.47740173,-79.82266235,1.1413811,-0.4066326,-0.18955612
,,,,,,,,806,2357009470,-122.0573959,-83.46883392,-80.64998627,0.63381386,-0.4963221,-0.08082199
,,,,,,,,807,2357026137,-121.2402573,-83.46073151,-81.24132538,0.15993516,-0.36587295,-0.06959438
,,,,,,,,808,2357042804,-120.6387253,-83.45275879,-81.83695221,0.013176871,-0.31702027,0.04026985
,,,,,,,,809,2357059471,-120.0291672,-83.4573822,-82.6934433,0.184177,-0.49387312,0.12476826
,,,,,,,,810,2357076138,-119.5514145,-83.46775055,-83.63526154,0.09814493,-0.3112498,0.054955482
,,,,,,,,811,2357092805,-119.2983398,-83.46585846,-84.36917114,0.36835703,0.06591475,0.033438683
,,,,,,,,812,2357109472,-119.1867371,-83.45150757,-84.82923889,0.5213337,0.41905406,0.11322498
,,,,,,,,813,2357126139,-119.2745819,-83.44787598,-84.88336182,0.4181859,0.4882599,0.22328663
,,,,,,,,814,2357142806,-119.4311829,-83.45800781,-84.69586945,0.14512171,0.26648107,0.25613976
,,,,,,,,815,2357159473,-119.4972992,-83.45477295,-84.51855469,0.08292075,0.07589969,0.31566048
,,,,,,,,816,2357176140,-119.4938583,-83.44324493,-84.40975952,0.038611863,-0.09823266,0.25280952
,,,,,,,,817,2357192807,-119.5124664,-83.42344666,-84.28834534,-0.1140858,-0.060020883,0.18394375
,,,,,,,,818,2357209474,-119.4649124,-83.39865112,-84.23266602,0.030268837,0.10125254,0.15664864
,,,,,,,,819,2357226141,-119.3968277,-83.37158203,-84.16687775,0.26781932,0.25552207,0.15067863
,,,,,,,,820,2357242808,-119.4186325,-83.35288239,-83.94421387,0.23811819,0.2528977,0.110414505
,,,,,,,,821,2357259475,-119.5480804,-83.34303284,-83.5819931,0.21123572,0.1361742,0.15272331
,,,,,,,,822,2357276142,-119.7681885,-83.34583282,-83.14794159,0.09500984,-0.047688443,0.16173649
,,,,,,,,823,2357292809,-119.9906616,-83.35801697,-82.76387024,-0.026485238,-0.099003054,0.1357975
,,,,,,,,824,2357309476,-120.1974106,-83.36984253,-82.46575165,-0.06014228,-0.1007483,0.0925169
,,,,,,,,825,2357326143,-120.4716263,-83.37724304,-82.1705246,0.09574165,-0.06026021,0.08654404
,,,,,,,,826,2357342810,-120.8921204,-83.38633728,-81.77160645,0.3134632,-0.09675747,0.17300415
,,,,,,,,827,2357359477,-121.4161377,-83.39662933,-81.28570557,0.29009774,-0.1226605,0.20134068
,,,,,,,,828,2357376144,-122.0099411,-83.40361786,-80.72673035,0.28081286,-0.14647213,0.12829876
,,,,,,,,829,2357392811,-122.7063141,-83.40698242,-80.07715607,0.23756142,-0.13060337,0.05824375
,,,,,,,,830,2357409478,-123.5595856,-83.40016937,-79.29031372,0.27860984,-0.113101855,0.11690235
,,,,,,,,831,2357426145,-124.6411209,-83.36673737,-78.28153992,0.66600597,0.037832584,0.32942104
,,,,,,,,832,2357442812,-126.0334778,-83.31797791,-76.89093018,1.3460428,-0.011962637,0.36254787
,,,,,,,,833,2357459479,-127.8585587,-83.25232697,-74.94273376,1.516536,-0.65337163,-0.09414196
,,,,,,,,834,2357476146,-130.3048859,-83.12467957,-72.40735626,1.2025049,-1.0128337,-0.49564838
,,,,,,,,835,2357492813,-133.2463379,-82.91454315,-69.52099609,0.7881175,-0.56522006,-0.27075958
,,,,,,,,836,2357509480,-136.4621429,-82.64878845,-66.39093018,0.8361558,-0.111545205,0.07504177
,,,,,,,,837,2357526147,-139.7936249,-82.34332275,-63.08714676,0.884915,-0.0752562,0.07365322
,,,,,,,,838,2357542814,-143.1369781,-81.97745514,-59.74998474,0.23349503,-0.17252026,0.028383255
,,,,,,,,839,2357559481,-146.2771149,-81.58104706,-56.6748085,-0.21925972,0.028652964,0.09146595
,,,,,,,,840,2357576148,-149.2563324,-81.17093658,-53.83548355,0.054444276,0.06472846,-0.068777084
,,,,,,,,841,2357592815,-152.2138519,-80.73972321,-51.13950348,0.8095624,-0.29373252,-0.09846687
,,,,,,,,842,2357609482,-155.0595856,-80.30123901,-48.65057373,0.11026725,0.026267074,-0.1638794
,,,,,,,,843,2357626149,-158.0071106,-79.77359009,-46.06858444,0.8907523,0.26362678,-0.3913231
,,,,,,,,844,2357642816,-161.0072937,-79.1836853,-43.5145607,1.5896864,0.0271566,-0.6063452
,,,,,,,,845,2357659483,-164.3180847,-78.45631409,-40.704319,1.940682,-0.76701206,-0.6827841
,,,,,,,,846,2357676150,-167.746582,-77.58009338,-37.88256454,1.9132224,-0.8720127,-0.52422905
,,,,,,,,847,2357692817,-171.2039948,-76.60573578,-34.84474564,1.124236,-0.4577075,-0.41629982
,,,,,,,,848,2357709484,-174.4896088,-75.46814728,-31.75503922,0.48099607,-0.14001846,-0.8893862
,,,,,,,,849,2357726151,-177.2024994,-74.14670563,-29.06378746,-0.54236066,0.859676,-1.101059
,,,,,,,,850,2357742818,-179.3627014,-72.66509247,-26.86608124,-0.22009055,0.5544859,-1.0523071
,,,,,,,,851,2357759485,178.8695068,-71.09053802,-25.08037376,0.6160308,0.28612646,-0.76712227
,,,,,,,,852,2357776152,177.4644928,-69.57286835,-23.64955711,0.71258366,0.15174742,-0.03465748
,,,,,,,,853,2357792819,176.2393646,-68.20302582,-22.39582443,0.6320117,0.38798425,0.2849083
,,,,,,,,854,2357809486,175.2434998,-66.96041107,-21.21730423,-0.009450365,0.8404728,-0.14111233
,,,,,,,,855,2357826153,174.4979553,-65.70446014,-20.16552162,-0.38188797,1.0385804,-1.3968544
,,,,,,,,856,2357842820,174.0085754,-64.2808075,-19.22978592,-0.018804954,0.42711034,-1.2039509
,,,,,,,,857,2357859487,173.7022858,-62.78882217,-18.34928703,-0.2838759,-0.31002945,-0.29053974
,,,,,,,,858,2357876154,173.5354767,-61.37325287,-17.62370872,0.007949937,-1.2262174,0.581769
,,,,,,,,859,2357892821,173.4526215,-60.24537659,-17.11722183,-1.6038461,-0.39325964,1.4228458
,,,,,,,,860,2357909488,173.4032135,-59.20000839,-16.86205101,-1.6464746,-0.2931302,1.5520706
,,,,,,,,861,2357926155,173.5075531,-58.22498703,-16.75083351,-1.5672435,-0.41005462,-0.006948471
,,,,,,,,862,2357942822,173.4841766,-57.11880875,-16.7028656,-1.5118742,-0.023159295,-1.1159334
,,,,,,,,863,2357959489,173.4267426,-55.92116928,-16.74969673,0.26623532,-0.21779639,-0.7808428
,,,,,,,,864,2357976156,173.45578,-54.84585953,-16.90836143,0.4125939,0.07914348,1.1750956
,,,,,,,,865,2357992823,173.4487762,-53.9940834,-16.97616386,0.8886389,0.3708151,1.5760975
,,,,,,,,866,2358009490,173.7374878,-53.26191711,-17.03411865,-0.15287453,0.3200076,0.6047344
,,,,,,,,867,2358026157,174.4190216,-52.49773407,-17.15114403,-1.4193244,-0.7912932,-0.22526073
,,,,,,,,868,2358042824,174.8654785,-51.60900879,-17.25725746,-3.1095304,-0.7772993,-0.26618767
,,,,,,,,869,2358059491,174.6476593,-50.67413712,-17.36453438,-2.5939162,-0.37180543,1.0801067
,,,,,,,,870,2358076158,174.1591034,-49.94081497,-17.51916313,-0.72552204,0.3667194,1.7891521
,,,,,,,,871,2358092825,173.9529266,-49.45439148,-17.7945137,0.33845446,1.0389062,1.090044
,,,,,,,,872,2358109492,174.196167,-49.05260849,-18.05343246,0.1512021,0.7828587,-0.15005016
,,,,,,,,873,2358126159,174.6391754,-48.60155869,-18.23611259,-0.7446702,0.30718017,-0.033780098
,,,,,,,,874,2358142826,174.9406738,-48.10255432,-18.3105278,-0.84695005,0.03721502,0.81378746
,,,,,,,,875,2358159493,175.0783386,-47.61643219,-18.36668015,-0.34183234,0.07004192,1.3259802
,,,,,,,,876,2358176160,175.151413,-47.23410034,-18.47191238,-0.21796377,0.6026498,0.9173727
,,,,,,,,877,2358192827,175.2571869,-46.89202499,-18.53850746,-0.2336418,0.5775075,-0.10819054
,,,,,,,,878,2358209494,175.4716797,-46.58634567,-18.57446098,-0.2752061,0.256279,0.18530273
,,,,,,,,879,2358226161,175.5989227,-46.32667542,-18.56377411,-0.31265017,0.6041893,0.36467838
,,,,,,,,880,2358242828,175.7343445,-46.11289597,-18.53483582,-0.50534296,0.5238738,0.8195877
,,,,,,,,881,2358259495,175.8527679,-45.93741989,-18.55873108,-0.33708397,0.040187854,1.2478838
,,,,,,,,882,2358276162,175.8464203,-45.81229019,-18.55608749,-0.4441133,-0.07045128,0.7078953
,,,,,,,,883,2358292829,175.6356812,-45.64690018,-18.42171288,-0.55316114,0.41695017,-0.23998547
,,,,,,,,884,2358309496,175.4625549,-45.47965622,-18.27949142,-0.046766292,0.4281052,0.09460068
,,,,,,,,885,2358326163,175.4932098,-45.43037033,-18.2096405,-0.014154866,0.5032442,0.6501684
,,,,,,,,886,2358342830,175.7635345,-45.42222595,-18.18522453,-0.41841596,0.08225791,0.2448225
,,,,,,,,887,2358359497,175.9755707,-45.36186981,-18.14683914,-0.5094878,-0.22821617,0.012964249
,,,,,,,,888,2358376164,175.9425659,-45.29033661,-18.08318901,-0.21204129,-0.40511867,0.47504234
,,,,,,,,889,2358392831,175.7330475,-45.27111435,-17.9734478,-0.29587218,0.001095325,0.75410557
,,,,,,,,890,2358409498,175.5644989,-45.29505157,-17.86754227,-0.4660899,0.33860978,0.67675495
,,,,,,,,891,2358426165,175.5011597,-45.35587311,-17.80878067,-0.2501883,0.43566224,0.60244846
,,,,,,,,892,2358442832,175.5020752,-45.44683075,-17.76601219,-0.42167243,0.2043461,0.5121803
,,,,,,,,893,2358459499,175.4680328,-45.55063248,-17.70134735,-0.6243221,-0.035817727,0.4233656
,,,,,,,,894,2358476166,175.4415741,-45.69994354,-17.65405464,-0.5991847,-0.22410716,0.5943308
,,,,,,,,895,2358492833,175.4515381,-45.93088531,-17.67066765,-0.37532553,-0.2476438,0.71355057
,,,,,,,,896,2358509500,175.5060272,-46.22782135,-17.73105621,-0.36230204,-0.11852037,0.60057163
,,,,,,,,897,2358526167,175.5681915,-46.54415131,-17.78354073,-0.47012687,0.21339011,0.3565979
,,,,,,,,898,2358542834,175.6865082,-46.86503983,-17.83592987,-0.32455376,0.2415457,0.3895378
,,,,,,,,899,2358559501,175.9294434,-47.25279236,-17.89770508,-0.5266779,0.04850734,0.78011227
,,,,,,,,900,2358576168,176.1265869,-47.68157578,-17.95497894,-0.6871319,0.059310727,0.6556072
,,,,,,,,901,2358592835,176.2154541,-48.16391373,-18.00307274,-0.757244,0.3524933,0.7214985
,,,,,,,,902,2358609502,176.2762451,-48.72348404,-18.0375061,-0.70778215,0.49931264,0.76240826
,,,,,,,,903,2358626169,176.4026794,-49.36546707,-18.08124733,-0.8939268,0.45095414,1.049139
,,,,,,,,904,2358642836,176.5979004,-50.08619308,-18.14479065,-0.8356807,0.07022241,0.98608875
,,,,,,,,905,2358659503,176.7398834,-50.84981537,-18.18587685,-0.8117432,0.1610741,0.71582603
,,,,,,,,906,2358676170,176.7679749,-51.6420517,-18.17772293,-0.7888447,0.35080653,0.4004097
,,,,,,,,907,2358692837,176.8173523,-52.47728729,-18.16387749,-0.91103256,0.34896752,0.4068308
,,,,,,,,908,2358709504,177.0343628,-53.39088058,-18.25039101,-0.9220608,0.112884104,0.74790287
,,,,,,,,909,2358726171,177.3861694,-54.42110062,-18.45576859,-1.0773427,-0.03089072,0.9129667
,,,,,,,,910,2358742838,177.7688904,-55.53681564,-18.71134758,-1.2144092,0.065034,0.77510166
,,,,,,,,911,2358759505,178.1913147,-56.69602203,-19.00595284,-1.1205829,-0.029217614,0.55395985
,,,,,,,,912,2358776172,178.6659698,-57.87271881,-19.35273361,-0.96391505,0.05865321,0.49714756
,,,,,,,,913,2358792839,179.2866974,-59.12170029,-19.82341957,-1.201035,-0.06492917,0.48953342
,,,,,,,,914,2358809506,-179.9309845,-60.45814514,-20.46958542,-1.6261853,-0.31264773,0.57467175
,,,,,,,,915,2358826173,-179.0885162,-61.87674713,-21.29331017,-1.7330757,-0.05149448,0.61397076
,,,,,,,,916,2358842840,-178.1638184,-63.36706161,-22.29688263,-1.4184415,0.27936175,0.49372292
,,,,,,,,917,2358859507,-177.0843658,-64.91273499,-23.47084427,-1.2578565,0.52879125,0.29037
,,,,,,,,918,2358876174,-175.7564697,-66.49346161,-24.83501816,-1.3083442,0.693526,0.08230877
,,,,,,,,919,2358892841,-174.0907135,-68.08495331,-26.43284225,-1.0543808,0.7001827,-0.54067135
,,,,,,,,920,2358909508,-172.0277252,-69.61454773,-28.30571556,-0.5474252,0.7215829,-0.84506893
,,,,,,,,921,2358926175,-169.6232452,-71.11728668,-30.4787941,-0.19776212,0.53287303,-1.0615072
,,,,,,,,922,2358942842,-167.011734,-72.61070251,-32.92328644,0.025239397,0.055904835,-1.1761818
,,,,,,,,923,2358959509,-164.294281,-74.08239746,-35.60410309,-0.07770363,0.11533615,-1.0337973
,,,,,,,,924,2358976176,-161.3369446,-75.50323486,-38.54611969,0.5263211,0.120757766,-1.3159714
,,,,,,,,925,2358992843,-158.0500946,-76.84310913,-41.78985214,1.4021828,0.06285162,-1.6461668
,,,,,,,,926,2359009510,-154.4094391,-78.03020477,-45.40784836,1.8916024,-0.07685873,-1.591608
,,,,,,,,927,2359026177,-150.2391052,-79.05614471,-49.48155594,2.0810473,-0.5770326,-1.0439053
,,,,,,,,928,2359042844,-145.6395721,-79.94179535,-54.00512695,1.8793296,-0.815953,-0.45176792
,,,,,,,,929,2359059511,-141.152832,-80.73210907,-58.70391846,1.4904653,-0.7339819,-0.14332199
,,,,,,,,930,2359076178,-136.6207886,-81.41093445,-63.57635117,1.5857998,-0.5763155,-0.480649
,,,,,,,,931,2359092845,-131.9090881,-81.93070221,-68.5475235,1.8842927,-0.32786524,-0.6930609
,,,,,,,,932,2359109512,-127.4715347,-82.28174591,-73.07392883,1.7443728,-0.038285814,-0.29192734
,,,,,,,,933,2359126179,-123.4470901,-82.54380798,-76.99123383,1.4363894,0.20355476,0.22578812
,,,,,,,,934,2359142846,-119.7360077,-82.77121735,-80.45077515,1.490503,-0.011726971,0.1451273
,,,,,,,,935,2359159513,-116.4527588,-82.94261169,-83.50025177,1.1654683,-0.4231377,-0.12078953
,,,,,,,,936,2359176180,-113.7873001,-83.02399445,-86.02255249,0.9020624,-0.59943646,-0.107278824
,,,,,,,,937,2359192847,-111.4165573,-83.05412292,-88.21768951,1.0567786,-0.55002016,0.09127903
,,,,,,,,938,2359209514,-109.5904465,-83.07615662,-89.92488098,1.3610933,-0.492574,0.003356934
,,,,,,,,939,2359226181,-108.528717,-83.07379913,-91.02528381,1.3066103,-0.6279075,-0.03320408
,,,,,,,,940,2359242848,-108.147316,-83.03933716,-91.56185913,1.1676776,-0.76658463,-0.008195877
,,,,,,,,941,2359259515,-108.1610565,-82.98616791,-91.85627747,0.86055595,-0.49106953,0.09049225
,,,,,,,,942,2359276182,-108.4869385,-82.92920685,-91.97767639,0.7024068,-0.1835086,0.26744556
,,,,,,,,943,2359292849,-109.1337204,-82.8865509,-91.79930878,0.48432854,0.054840803,0.2191782
,,,,,,,,944,2359309516,-110.0396118,-82.85337067,-91.28110504,0.33193088,0.06958981,0.11182499
,,,,,,,,945,2359326183,-110.9669876,-82.81728363,-90.63316345,0.06055277,0.34732145,0.21125793
,,,,,,,,946,2359342850,-111.6413345,-82.79045868,-90.06327057,-0.15369765,0.4656177,0.27156162
,,,,,,,,947,2359359517,-112.1436081,-82.78085327,-89.49936676,-0.3165178,0.30849358,0.13829422
,,,,,,,,948,2359376184,-112.5902252,-82.77005005,-88.91230774,-0.3867621,0.08712938,0.11358261
,,,,,,,,949,2359392851,-112.8606186,-82.74732208,-88.48804474,-0.29969016,-0.05829475,0.24379826
,,,,,,,,950,2359409518,-113.0553207,-82.72597504,-88.19371033,-0.21070193,0.19815888,0.26750946
,,,,,,,,951,2359426185,-113.165741,-82.7263031,-88.00564575,-0.020257503,0.40313667,0.10445976
,,,,,,,,952,2359442852,-113.3147507,-82.73134613,-87.79393768,0.02268046,0.16537064,-0.022566795
,,,,,,,,953,2359459519,-113.5674133,-82.72028351,-87.55171967,0.008128119,-0.19196506,0.15718365
,,,,,,,,954,2359476186,-113.778511,-82.70453644,-87.43980408,0.087018766,-0.39848003,0.27367592
,,,,,,,,955,2359492853,-114.0413132,-82.6995163,-87.3387146,0.14516616,-0.3099097,0.22006512
,,,,,,,,956,2359509520,-114.3768387,-82.70292664,-87.15568542,0.0847948,-0.023649627,0.08723736
,,,,,,,,957,2359526187,-114.689682,-82.70583344,-86.91769409,-0.14506626,0.47166687,0.08685017
,,,,,,,,958,2359542854,-114.7795029,-82.72325134,-86.7742157,-0.37864363,0.5912471,0.16175747
,,,,,,,,959,2359559521,-114.6105881,-82.75524902,-86.83573151,-0.6089945,0.19003971,0.2291193
,,,,,,,,960,2359576188,-114.2393723,-82.78759766,-87.18955231,-0.6429689,-0.21990892,0.29001904
,,,,,,,,961,2359592855,-113.6449814,-82.8129425,-87.90050507,-0.4559101,-0.3732904,0.27325535
,,,,,,,,962,2359609522,-112.9515533,-82.83177185,-88.8123703,-0.16946977,-0.19985114,0.22110939
,,,,,,,,963,2359626189,-112.2974396,-82.84179688,-89.69821167,0.12579136,0.13504155,0.18618011
,,,,,,,,964,2359642856,-111.7052002,-82.853508,-90.44533539,0.27980825,0.32009238,0.14348221
,,,,,,,,965,2359659523,-111.2310257,-82.86557007,-90.99272156,0.17113976,0.2657574,0.12215996
,,,,,,,,966,2359676190,-110.7900162,-82.89066315,-91.44143677,0.10148818,0.18257315,0.15148258
,,,,,,,,967,2359692857,-110.2718201,-82.93842316,-91.9656601,0.09496001,0.1284971,0.13633919
,,,,,,,,968,2359709524,-109.8416519,-82.98681641,-92.4329071,0.07542373,0.026249474,0.2332573
,,,,,,,,969,2359726191,-109.4188538,-83.03356934,-92.90908051,0.024608525,0.021933606,0.2985115
,,,,,,,,970,2359742858,-108.8969193,-83.08156586,-93.50411224,-0.048069995,0.04270053,0.16724014
,,,,,,,,971,2359759525,-108.3906097,-83.12493896,-94.10057068,-0.10556775,0.27159932,0.13325787
,,,,,,,,972,2359776192,-107.7519531,-83.16166687,-94.74630737,-0.043859053,0.24584928,0.31083202
,,,,,,,,973,2359792859,-106.967247,-83.19885254,-95.43643188,0.03106745,0.17317487,0.36230755
,,,,,,,,974,2359809526,-105.98629,-83.26151276,-96.2665329,0.1420378,0.004348221,0.13191032
,,,,,,,,975,2359826193,-105.0162125,-83.34701538,-97.14263153,-0.0731232,0.03134283,-0.27673817
,,,,,,,,976,2359842860,-104.1692276,-83.41292572,-97.90979767,-0.26692706,0.23197934,0.11815262
,,,,,,,,977,2359859527,-103.1291962,-83.45728302,-98.81159973,-0.26616997,0.45411178,0.7844925
,,,,,,,,978,2359876194,-101.6682205,-83.50961304,-100.0837784,-0.10858173,0.3233701,0.6499529
,,,,,,,,979,2359892861,-99.9131546,-83.58387756,-101.6770401,-0.004654476,-0.11095658,-0.050901413
,,,,,,,,980,2359909528,-98.32146454,-83.6463089,-103.1852646,0.04849217,-0.45006928,-0.28782845
,,,,,,,,981,2359926195,-96.82924652,-83.67454529,-104.6813278,0.03673124,-0.3490342,0.07829189
,,,,,,,,982,2359942862,-95.3224411,-83.68152618,-106.2371216,0.021873174,0.058226466,0.3702345
,,,,,,,,983,2359959529,-93.78983307,-83.69379425,-107.7650909,0.061307214,0.32880107,0.48604965
,,,,,,,,984,2359976196,-92.25344086,-83.71556854,-109.1968155,0.10378369,0.2596762,0.3516922
,,,,,,,,985,2359992863,-90.69834137,-83.73240662,-110.6300735,0.08742311,0.009246564,0.022955894
,,,,,,,,986,2360009530,-89.180336,-83.72949219,-112.0496521,0.089495555,-0.41385904,-0.108195305
,,,,,,,,987,2360026197,-87.85616302,-83.71278381,-113.333313,0.1769187,-0.6357762,0.014146805
,,,,,,,,988,2360042864,-86.80506134,-83.68009949,-114.4428635,0.31738064,-0.57544214,0.14011765
,,,,,,,,989,2360059531,-86.08991241,-83.63798523,-115.2746506,0.3215111,-0.21849218,0.21359634
,,,,,,,,990,2360076198,-85.5069809,-83.60613251,-115.8828735,0.31812695,0.18762694,0.15739155
,,,,,,,,991,2360092865,-84.99312592,-83.59427643,-116.3209534,0.27148607,0.08170544,0.05889511
,,,,,,,,992,2360109532,-84.67211914,-83.58662415,-116.577179,0.064533666,-0.29938376,0.03482914
,,,,,,,,993,2360126199,-84.47238922,-83.56184387,-116.7838593,0.054182347,-0.5248144,0.15516186
,,,,,,,,994,2360142866,-84.41526031,-83.52407074,-116.9359436,0.16671354,-0.39851707,0.19389915
,,,,,,,,995,2360159533,-84.56161499,-83.49000549,-116.9070511,0.2783965,-0.007312561,0.16695404
,,,,,,,,996,2360176200,-84.84658051,-83.47460175,-116.6759872,0.29128918,0.2983701,0.18216324
,,,,,,,,997,2360192867,-85.21850586,-83.4811554,-116.2744751,0.19617467,0.35039043,0.15560246
,,,,,,,,998,2360209534,-85.65551758,-83.49932098,-115.7830048,0.039088156,0.22350742,0.18937969
,,,,,,,,999,2360226201,-86.08079529,-83.51605988,-115.3385086,-0.062230323,-0.018783303,0.1500454
,,,,,,,,1000,2360242868,-86.58073425,-83.52056122,-114.9182892,-0.14708005,-0.28997952,0.080304146
,,,,,,,,1001,2360259535,-87.15221405,-83.5062027,-114.5237579,-0.1212105,-0.24393092,0.10698795
,,,,,,,,1002,2360276202,-87.73869324,-83.49012756,-114.1533585,0.007132759,0.06463369,0.18137169
,,,,,,,,1003,2360292869,-88.32589722,-83.48916626,-113.7284241,0.10933444,0.32455796,0.17925835
,,,,,,,,1004,2360309536,-88.8818512,-83.50544739,-113.2407913,0.12363597,0.40130082,0.1793251
,,,,,,,,1005,2360326203,-89.41304016,-83.5269165,-112.7136536,0.05804739,0.23828745,0.20544243
,,,,,,,,1006,2360342870,-89.92435455,-83.54608917,-112.2074051,-0.07176717,-0.05384008,0.22103882
,,,,,,,,1007,2360359537,-90.44333649,-83.55937958,-111.7542343,-0.16158871,-0.22257146,0.14959908
,,,,,,,,1008,2360376204,-90.98644257,-83.5655365,-111.3351059,-0.13266315,-0.14158529,0.18291092
,,,,,,,,1009,2360392871,-91.49487305,-83.57230377,-110.9537582,-0.030211534,0.0560504,0.20144749
