PacketCounter_tibia,SampleTimeFine_tibia,Euler_X_tibia,Euler_Y_tibia,Euler_Z_tibia,FreeAcc_X_tibia,FreeAcc_Y_tibia,FreeAcc_Z_tibia,PacketCounter_femur,SampleTimeFine_femur,Euler_X_femur,Euler_Y_femur,Euler_Z_femur,FreeAcc_X_femur,FreeAcc_Y_femur,FreeAcc_Z_femur
,,,,,,,,1010,2360409538,-91.97931671,-83.58280945,-110.5594711,0.045177374,0.15351781,0.19186401
,,,,,,,,1011,2360426205,-92.47046661,-83.60079956,-110.1139374,0.045341477,0.13679183,0.1331377
,,,,,,,,1012,2360442872,-92.9633255,-83.62234497,-109.6555557,-0.07529059,0.027717004,0.091091156
,,,,,,,,1013,2360459539,-93.42649841,-83.64041138,-109.2421799,-0.15399286,-0.07279543,0.10450745
,,,,,,,,1014,2360476206,-93.85715485,-83.6521759,-108.8983002,-0.19673777,-0.13719879,0.11577606
,,,,,,,,1015,2360492873,-94.2929306,-83.65325165,-108.5864868,-0.085539654,-0.08171707,0.2065134
,,,,,,,,1016,2360509540,-94.66366577,-83.64905548,-108.3395844,0.061633755,0.06704997,0.3003006
,,,,,,,,1017,2360526207,-94.98096466,-83.65130615,-108.115654,0.2638209,0.18576844,0.30398846
,,,,,,,,1018,2360542874,-95.36605072,-83.6623764,-107.7984085,0.3087118,0.13777484,0.20848942
,,,,,,,,1019,2360559541,-95.93777466,-83.674263,-107.2923508,0.20383027,-0.022963107,0.15127659
,,,,,,,,1020,2360576208,-96.58743286,-83.68044281,-106.7494202,0.10426388,-0.1646683,0.13349724
,,,,,,,,1021,2360592875,-97.32863617,-83.68012238,-106.1749802,0.07414989,-0.17847475,0.13955784
,,,,,,,,1022,2360609542,-98.14190674,-83.67488861,-105.5678864,0.098044604,-0.07758671,0.19076729
,,,,,,,,1023,2360626209,-98.96647644,-83.67042542,-104.9346542,0.17480844,0.04935965,0.20493317
,,,,,,,,1024,2360642876,-99.83301544,-83.67163849,-104.2192078,0.2062708,0.20257677,0.2213726
,,,,,,,,1025,2360659543,-100.7221451,-83.68267059,-103.4319153,0.1572176,0.18879548,0.22271442
,,,,,,,,1026,2360676210,-101.6197586,-83.6995163,-102.6111984,0.07494464,0.07657442,0.17365456
,,,,,,,,1027,2360692877,-102.5713654,-83.70639801,-101.754982,-0.07565881,-0.11897902,0.16176987
,,,,,,,,1028,2360709544,-103.479744,-83.69933319,-100.9722824,-0.12168699,-0.20923343,0.20522118
,,,,,,,,1029,2360726211,-104.3358459,-83.68248749,-100.263649,-0.04513636,-0.18223721,0.21010685
,,,,,,,,1030,2360742878,-105.1880417,-83.65937805,-99.54824829,0.08051856,-0.06863032,0.20149612
,,,,,,,,1031,2360759545,-106.0487518,-83.64097595,-98.77873993,0.15887097,0.07534264,0.12624168
,,,,,,,,1032,2360776212,-106.9381409,-83.62532806,-97.91620636,0.11022966,0.18449973,0.07695484
,,,,,,,,1033,2360792879,-107.8197174,-83.61036682,-97.00226593,-0.023757527,0.18170547,0.14839649
,,,,,,,,1034,2360809546,-108.5878983,-83.59599304,-96.16835785,-0.094988994,0.11748087,0.2598343
,,,,,,,,1035,2360826213,-109.2658539,-83.58598328,-95.443367,-0.12141858,0.015770962,0.26456928
,,,,,,,,1036,2360842880,-109.9200516,-83.57779694,-94.77764893,-0.09874966,-0.014019459,0.16578197
,,,,,,,,1037,2360859547,-110.5134277,-83.5650177,-94.19667816,-0.076047435,-0.028720967,0.15025043
,,,,,,,,1038,2360876214,-111.0294418,-83.54724121,-93.70580292,-0.04529096,-0.03052863,0.15503216
,,,,,,,,1039,2360892881,-111.5457535,-83.52628326,-93.23150635,-0.036596615,0.007179292,0.1623106
,,,,,,,,1040,2360909548,-112.0486679,-83.50336456,-92.76267242,0.002142749,0.024939073,0.16655159
,,,,,,,,1041,2360926215,-112.532341,-83.48479462,-92.28116608,0.046931226,0.07275777,0.18496609
,,,,,,,,1042,2360942882,-112.9915237,-83.46833038,-91.78489685,0.0899838,0.042132974,0.19921112
,,,,,,,,1043,2360959549,-113.4561768,-83.45024872,-91.26649475,0.09937347,-0.010294057,0.21443176
,,,,,,,,1044,2360976216,-113.9313965,-83.4342804,-90.73501587,0.122408785,-0.048175033,0.19369316
,,,,,,,,1045,2360992883,-114.4397736,-83.41879272,-90.18170166,0.13900098,-0.07766645,0.1371975
,,,,,,,,1046,2361009550,-115.0096207,-83.39963531,-89.59196472,0.13580744,-0.12870228,0.10433674
,,,,,,,,1047,2361026217,-115.6213379,-83.37249756,-88.9916687,0.08741694,-0.124212295,0.13142395
,,,,,,,,1048,2361042884,-116.2476654,-83.34171295,-88.40171814,0.047602672,-0.06938021,0.19091988
,,,,,,,,1049,2361059551,-116.8703003,-83.31278992,-87.82519531,0.049974885,0.002106665,0.20214081
,,,,,,,,1050,2361076218,-117.4815063,-83.2844696,-87.25462341,0.02699644,0.01990612,0.19344997
,,,,,,,,1051,2361092885,-118.065094,-83.25389862,-86.70675659,-0.008860459,0.03538506,0.16284847
,,,,,,,,1052,2361109552,-118.6204834,-83.22471619,-86.18675995,-0.023012936,0.025878051,0.15666294
,,,,,,,,1053,2361126219,-119.1472397,-83.19481659,-85.69787598,-0.004677623,0.005844025,0.18483639
,,,,,,,,1054,2361142886,-119.65522,-83.16637421,-85.2315979,0.019489883,0.014051924,0.17197895
,,,,,,,,1055,2361159553,-120.1504898,-83.13645172,-84.77182007,0.06353589,0.010926431,0.17030716
,,,,,,,,1056,2361176220,-120.646553,-83.10474396,-84.29547119,0.09124908,0.009313226,0.17092323
,,,,,,,,1057,2361192887,-121.1728745,-83.07411957,-83.78337097,0.10075659,-0.006748247,0.15653992
,,,,,,,,1058,2361209554,-121.700119,-83.04421997,-83.27184296,0.0776181,-0.011869712,0.16617298
,,,,,,,,1059,2361226221,-122.2388306,-83.01503754,-82.75537872,0.040785972,9.02E-04,0.14827824
,,,,,,,,1060,2361242888,-122.7879944,-82.98477173,-82.24028778,0.045168083,-6.46E-04,0.13607502
,,,,,,,,1061,2361259555,-123.3358841,-82.95380402,-81.73074341,0.025739208,-0.017640872,0.15244293
,,,,,,,,1062,2361276222,-123.890686,-82.91980743,-81.22296143,0.015495511,-0.02020937,0.17366505
,,,,,,,,1063,2361292889,-124.4452591,-82.8908844,-80.72161865,-4.05E-04,0.04923912,0.19073391
,,,,,,,,1064,2361309556,-124.9786148,-82.86471558,-80.22234344,0.012808815,0.088515826,0.16483021
,,,,,,,,1065,2361326223,-125.4922256,-82.84056854,-79.72376251,-0.035222232,0.07695266,0.17112732
,,,,,,,,1066,2361342890,-125.9753647,-82.81163025,-79.24119568,-0.15171994,0.035860587,0.18588924
,,,,,,,,1067,2361359557,-126.3613281,-82.78582764,-78.85439301,-0.25674692,0.036156517,0.2193613
,,,,,,,,1068,2361376224,-126.6499481,-82.7674942,-78.5756073,-0.25980368,0.044933815,0.22667599
,,,,,,,,1069,2361392891,-126.8552628,-82.75673676,-78.38531494,-0.19809593,0.036398023,0.18325901
,,,,,,,,1070,2361409558,-126.9848175,-82.74734497,-78.26335907,-0.1237695,0.07312556,0.16769886
,,,,,,,,1071,2361426225,-127.0506287,-82.74169159,-78.18328094,-0.021177992,0.089199826,0.20407581
,,,,,,,,1072,2361442892,-127.0896149,-82.73885345,-78.11637115,0.029411875,0.06282927,0.19962978
,,,,,,,,1073,2361459559,-127.1455307,-82.7390976,-78.03514099,0.02953204,0.027318982,0.14683342
,,,,,,,,1074,2361476226,-127.2299957,-82.73912048,-77.93010712,0.021422822,-0.006637385,0.1317749
,,,,,,,,1075,2361492893,-127.3052368,-82.7359848,-77.83685303,-0.027281921,-0.005364814,0.1903429
,,,,,,,,1076,2361509560,-127.3555603,-82.73558807,-77.77837372,-0.010889719,-0.018826943,0.2040348
,,,,,,,,1077,2361526227,-127.398819,-82.73523712,-77.73694611,-0.011210712,-0.024432927,0.17841625
,,,,,,,,1078,2361542894,-127.4663162,-82.73396301,-77.67150879,0.017365504,-0.025741316,0.15203571
,,,,,,,,1079,2361559561,-127.5544968,-82.72711182,-77.57922363,0.004120294,0.013381553,0.17635345
,,,,,,,,1080,2361576228,-127.6041107,-82.72293091,-77.51178741,0.030428816,0.094525084,0.2438221
,,,,,,,,1081,2361592895,-127.6451187,-82.72409058,-77.44226837,0.09063587,0.0665003,0.20250797
,,,,,,,,1082,2361609562,-127.7110443,-82.7271347,-77.34934998,0.05559361,-0.120469905,0.0581131
,,,,,,,,1083,2361626229,-127.8205032,-82.72573853,-77.25292206,-0.029097335,-0.112107955,0.040317535
,,,,,,,,1084,2361642896,-127.9306488,-82.72031403,-77.17173004,0.01324637,0.013531083,0.2695608
,,,,,,,,1085,2361659563,-128.0310669,-82.72797394,-77.08771515,0.03906527,0.20046742,0.26376247
,,,,,,,,1086,2361676230,-128.1432343,-82.74623108,-76.94699097,-0.026876608,0.2408508,0.14056587
,,,,,,,,1087,2361692897,-128.1621857,-82.76818085,-76.85555267,-0.12106934,0.21254271,0.14479446
,,,,,,,,1088,2361709564,-128.1169586,-82.79611206,-76.82424927,-0.17275247,0.16576111,0.21671772
,,,,,,,,1089,2361726231,-128.0028381,-82.83155823,-76.88309479,-0.25823352,0.06490738,0.2725811
,,,,,,,,1090,2361742898,-127.796463,-82.87566376,-77.06811523,-0.29247284,0.030577969,0.24648762
,,,,,,,,1091,2361759565,-127.4809875,-82.92476654,-77.39452362,-0.23031484,-0.019232508,0.16794395
,,,,,,,,1092,2361776232,-127.0830612,-82.97093964,-77.82743835,-0.098274946,-0.06830612,0.13301182
,,,,,,,,1093,2361792899,-126.6680603,-83.01101685,-78.28305054,0.04649251,-0.090340026,0.14138699
,,,,,,,,1094,2361809566,-126.2915802,-83.04972076,-78.69062805,0.21695094,-0.06429702,0.17915058
,,,,,,,,1095,2361826233,-126.0043945,-83.08846283,-78.98323822,0.3315754,-0.09030359,0.12518406
,,,,,,,,1096,2361842900,-125.8167038,-83.11807251,-79.157341,0.3462747,-0.14804314,0.06581974
,,,,,,,,1097,2361859567,-125.7619247,-83.13527679,-79.20033264,0.3069871,-0.17811446,0.09996796
,,,,,,,,1098,2361876234,-125.8280563,-83.14502716,-79.14186859,0.25575727,-0.161604,0.17462158
,,,,,,,,1099,2361892901,-125.981926,-83.14823151,-79.02127838,0.1349035,-0.16871122,0.13604832
,,,,,,,,1100,2361909568,-126.1629562,-83.14665222,-78.89720917,0.09250419,-0.17741296,0.13298988
,,,,,,,,1101,2361926235,-126.3511124,-83.13704681,-78.78833771,0.08404157,-0.15629221,0.13696384
,,,,,,,,1102,2361942902,-126.5795822,-83.12194061,-78.65808105,0.101898886,-0.1284943,0.17232132
,,,,,,,,1103,2361959569,-126.8301926,-83.10630798,-78.5030899,0.09283169,-0.068626694,0.16113567
,,,,,,,,1104,2361976236,-127.0886383,-83.09004974,-78.31923676,0.07851612,0.014111156,0.13677025
,,,,,,,,1105,2361992903,-127.3507385,-83.07151794,-78.10417175,0.020957692,0.04299853,0.14591408
,,,,,,,,1106,2362009570,-127.573143,-83.05194855,-77.89358521,-0.01641753,0.0468881,0.18454266
,,,,,,,,1107,2362026237,-127.7681046,-83.0322113,-77.69484711,-0.035292305,0.004967799,0.1917553
,,,,,,,,1108,2362042904,-127.9433746,-83.01365662,-77.51068878,-0.051192038,-0.022200424,0.19744682
,,,,,,,,1109,2362059571,-128.0824738,-82.99403381,-77.36695862,-0.018074263,-0.015994085,0.19493103
,,,,,,,,1110,2362076238,-128.2279205,-82.97588348,-77.2191391,0.01627525,0.005557203,0.18423557
,,,,,,,,1111,2362092905,-128.3989258,-82.95628357,-77.04399109,0.023035372,0.025072174,0.16414452
,,,,,,,,1112,2362109572,-128.5651398,-82.9381485,-76.86062622,0.024538606,-0.018824037,0.17410469
,,,,,,,,1113,2362126239,-128.7069855,-82.91714478,-76.69681549,-0.017132254,-0.05769199,0.16487122
,,,,,,,,1114,2362142906,-128.8182373,-82.89615631,-76.56364441,0.003509335,-0.05576,0.16620827
,,,,,,,,1115,2362159573,-128.9434814,-82.87522888,-76.41068268,0.04507759,-0.017684009,0.17704391
,,,,,,,,1116,2362176240,-129.0748138,-82.85597992,-76.23719025,0.06288832,0.07441668,0.17935562
,,,,,,,,1117,2362192907,-129.2081604,-82.83867645,-76.03390503,0.039049584,0.09925814,0.14617538
,,,,,,,,1118,2362209574,-129.3168182,-82.82203674,-75.84135437,-0.009916515,0.035960272,0.13818645
,,,,,,,,1119,2362226241,-129.4206238,-82.80516052,-75.6690979,-0.07099709,-0.042999983,0.18560982
,,,,,,,,1120,2362242908,-129.497467,-82.79143524,-75.56076813,-0.11912548,-0.05466462,0.18070889
,,,,,,,,1121,2362259575,-129.5540009,-82.7798233,-75.50161743,-0.16237278,0.013333051,0.20061493
,,,,,,,,1122,2362276242,-129.5358429,-82.77243042,-75.51591492,-0.1652735,0.078186676,0.22197151
,,,,,,,,1123,2362292909,-129.4452057,-82.76799011,-75.59168243,-0.15702055,0.12914221,0.21976757
,,,,,,,,1124,2362309576,-129.2723846,-82.77001953,-75.73348236,-0.11736636,0.08461742,0.20477676
,,,,,,,,1125,2362326243,-129.0592041,-82.77702332,-75.9068985,-0.07012473,0.046935037,0.18916798
,,,,,,,,1126,2362342910,-128.8300018,-82.78846741,-76.0973053,-0.021360505,0.01853632,0.15213013
,,,,,,,,1127,2362359577,-128.5866394,-82.79846191,-76.30796814,0.014434258,0.003327326,0.15353489
,,,,,,,,1128,2362376244,-128.339447,-82.808815,-76.52722168,0.015636323,6.59E-04,0.17943192
,,,,,,,,1129,2362392911,-128.1038208,-82.82099915,-76.74094391,0.03533836,-0.013665414,0.16053009
,,,,,,,,1130,2362409578,-127.8894882,-82.83150482,-76.94723511,0.07153856,-0.045981366,0.14811993
,,,,,,,,1131,2362426245,-127.7217255,-82.83809662,-77.12193298,0.12236236,-0.05953888,0.16463375
,,,,,,,,1132,2362442912,-127.5935364,-82.84317017,-77.2592926,0.11352113,-0.004256581,0.18439484
,,,,,,,,1133,2362459579,-127.5165176,-82.85054016,-77.3338623,0.13172197,0.057358567,0.20123863
,,,,,,,,1134,2362476246,-127.4589157,-82.8596344,-77.37355042,0.10388715,0.06451674,0.17270756
,,,,,,,,1135,2362492913,-127.4273453,-82.8680191,-77.37386322,0.043278452,0.018611087,0.13683033
,,,,,,,,1136,2362509580,-127.3935471,-82.87610626,-77.38032532,-0.004763061,-0.03908236,0.14306164
